Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership,timestamp
"My Job Tank
3.6",-1,-1,"New York, NY",-1,"What You’ll Do
You will collaborate with the Integrated Defense Systems team on the design, development, integration, and maintenance of a large scale, Real-Time Software System that supports our warfighters. You’ll be asked to analyze and resolve complex system integration challenges in both a lab and fielded environment as needed, as well as needing to communicate real-time technical issues and recommend solutions and alternatives.
Required:
Minimum of 2 years in recent software development experience within design, development, test, or integration of system software components
Object-Oriented Design & Development, Application Development: C++
Unix/Linux Operating System knowledge
BS in technical major such as Computer Engineering, Computer Science, Electrical Engineering or another relevant technical degree
This position requires the ability to obtain a secret clearance. Except in rare circumstances, only US citizens are eligible for a security clearance
Desired:
Active top secret security clearance
Application Development: C/C++, Java, XML
OOA/D, UML, Rational Rose
Experience with Clear Case and Clear Quest
Able to support basic Infrastructure services (builder, framework, shell)
Software process, peer reviews, defect tracking, change control
Data querying and analysis, scripting tools, automation
Experience with IA hardening, STIGs, CCEVS, implementation of MAC controls, penetration testing, TCSEC, and TNI
Experience with security policies on operating systems and network devices",Software Engineer (Security Clearance Required),"San Diego, CA",3.6,Unknown / Non-Applicable,-1,-1,51 to 200 employees,Company - Private,2020-04-01T03:58:55.788050
"Esri
3.5",Pitney Bowes,1969,"Redlands, CA",Computer Hardware & Software,"Overview


If you have stayed abreast of the great strides 3D computer graphics and web-based 3D have made in the last decade, there may be a role for you in our 3D software development group. Our ideal candidate will be up to speed in the areas of mesh and massive models processing, level of detail generation, texture compression, mesh simplification and compression techniques, real-time rendering, and the application of spatial data structures to create optimized 3D content.

We are actively looking for more colleagues to join us in creating the world’s best geospatial mapping and data analysis platform. As a platform that serves millions of users and domains, our software needs to be modular, reusable, and well crafted. We iterate rapidly, constantly learning from feedback, metrics, and the mission and goals of our broad user community.

Strong math skills and the ability to design and implement data structures leveraging non-trivial algorithms are among the traits we are looking for.

Responsibilities:
Build C++ software components that follow industry-standard design patterns, development methodologies, and deployment models
Work closely with product engineers to implement requirements and create application architectures and API to meet product goals
Design and develop stable software that includes automated test validation
Develop reusable components and libraries for use internally and as open source
Work within agile processes for short cycle, fast-paced delivery
Take on complex goals that push the boundary of the possible
Solve and articulate complex problems through application design, development, and exemplary user experiences
Requirements
Experience with 3D graphics APIs such as WebGL, OpenGL ES, OpenGL, or DirectX
Strong knowledge of C++ (STL, C++ 11, Boost)
Understanding of algorithms, data structures, and design patterns
Knowledge of Agile development methodologies and test-driven development processes
Experience developing software that runs in a cloud
Experience with application scripting languages (e.g., Python, JavaScript) and web protocols and formats such as REST and JSON
Bachelor’s or master’s in computer science, engineering, mathematics, GIS, or related field, depending on position level (master’s preferred)
Recommended Qualifications:
Experience with data visualization, mapping, and GIS
Experience in mesh processing and simplification, texture optimization
Familiarity with Esri ArcGIS or other web mapping technologies
Questions about our interview process? We have answers.

#LI-CK1
The Company


Our passion for improving quality of life through geography is at the heart of everything we do. Esri’s geographic information system (GIS) technology inspires and enables governments, universities, and businesses worldwide to save money, lives, and our environment through a deeper understanding of the changing world around them.

Carefully managed growth and zero debt give Esri stability that is uncommon in today's volatile business world. Privately held, we offer exceptional benefits, competitive salaries, 401(k) and profit-sharing programs, opportunities for personal and professional growth, and much more.

Esri is an equal opportunity employer (EOE) and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law.

If you need a reasonable accommodation for any part of the employment process, please email humanresources@esri.com and let us know the nature of your request and your contact information. Please note that only those inquiries concerning a request for reasonable accommodation will be responded to from this e-mail address.",3D Software Engineer - Scene Layers,"Redlands, CA",3.5,$1 to $2 billion (USD),-1,Information Technology,1001 to 5000 employees,Company - Private,2020-04-01T03:58:55.788050
"Raytheon
3.7",-1,1922,"Waltham, MA",Aerospace & Defense,"We are currently seeking a Sr. Software Engineer to join the Patriot Fielded Systems and Validation Department in Tewksbury, Massachusetts.

The Patriot Fielded Systems and Validation Department mission is to provide world class Radar Software to be used in military systems deployed at sea and on land. Our software teams employ Agile processes to rapidly design, code, integrate and test capabilities on a continuous basis into a mature solution for our customers. We strive for technical excellence by drawing upon a diverse workforce whose knowledge base covers the complete spectrum of modern computing languages and platforms.

This position on the Radar Software Product Line teams support the integration of the AN/SPY-6 radar, also called Air & Missile Defense Radar (AMDR), with the Navys Aegis Baseline 10. As a Sr. Software Engineer youre responsible for designing, implementing, debugging and fixing problems with the Radar software applications, as well as supporting software integration and verification efforts. Our radar software applications, including implementations of signal processing algorithms and time critical control functions involved in direct control of sensor systems, are developed using C++ programming language running in a distributed fashion across a variety of computing platforms running Linux, UNIX or Windows operating systems.

In this role, youll work closely with Software Architects and Principal Systems, Hardware, and Software engineers to interpret requirements and correctly implement these requirements in software. There are travel opportunities available to support the radar systems at various sites.

A work/life balance is an important value at Integrated Defense Systems (IDS). Our 9/80 work schedule offers flexibility to help successfully balance the work/life commitments. We have several employee resource groups, with a focus on networking, new hire outreach, career development and community service.

U.S. Citizenship status is required as this position needs an active U.S. Security Clearance within one year of employment.

Required Skills:
4+ years experience with Software Engineering
Experience with C++
Linux or UNIX experience
Experience developing software in a team based development environment
Real-time software development experience
US citizenship is required.
Desired Skills:
Software development experience of a Signal Processing application
Excellent verbal and written communication skills
Software development experience in a DoD environment
Radar domain knowledge
Experience in developing and optimizing algorithms for performance
Strong problem solving ability
Self-starter and ability to lead development, integration and test activities
Familiarity with the following Software Tools: Rational Rhapsody, Clear Case and Team Concert, Jenkins, DOORS
Strong Object-Oriented Design Knowledge including UML
Master's Degree in Computer Science, Computer Engineering, Electrical Engineering, Mathematics, or Software Engineering
Current secret clearance or the ability to obtain a secret clearance
156257

Raytheon is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, age, color, religion, creed, sex, sexual orientation, gender identity, national origin, disability, or protected Veteran status.",Radar Sr Software Engineer - Object Oriented/C++/Linux,"Tewksbury, MA",3.7,$10+ billion (USD),-1,Aerospace & Defense,10000+ employees,Company - Public,2020-04-01T03:58:55.788050
"Relativity
3.8",-1,2001,"Chicago, IL",Enterprise Software & Network Solutions,"We are Relativity. A market-leading, global tech company that equips legal professionals with a powerful platform to organize data, discover the truth, and act on it. The U.S. Department of Justice, 198 of top 200 U.S. law firms, and more than 70 Fortune 100 companies are among our customers who trust Relativity during litigation, internal investigations, and compliance projects.
Our SaaS product, RelativityOne, has become the fastest-growing product in the company's history and we have consistently been named a great workplace. As we grow, we continue to seek individuals that will bring their whole self to our team atmosphere.
Join us in the transformation of the legal industry and play a pivotal role in shaping the future of the practice of law and beyond.

Our team owns the Legal Hold product, and they own and operate the Relativity One Legal Hold SaaS instance, hosted in Azure.
A legal hold is a process that an organization uses to preserve all forms of relevant information when litigation is reasonably anticipated. Custodians subject to a litigation hold must preserve all electronically stored data (ESI) that they have access to. This requires no deletion or editing of files, documents, or any other ESI that is potentially relevant to a litigation.
Relativity Legal Hold is an application that attorneys, paralegals, and corporations use to manage legal hold workflows, communications, acknowledgements, reminders, and the custodian portal within their organization. Providing a sophisticated integration that includes active monitoring of Microsoft Office 365, Relativity Legal Hold also provides ""Preservation in Place"" holds ensuring that relevant ESI is preserved in its original state, even if a custodian disobeys a litigation hold notice and attempts to delete or edit relevant ESI. The product is executing Relativity's strategy to increase our footprint into corporations.
As a Senior Software Engineer at Relativity you will leverage your development expertise, leading software projects to continue to build out our software platform, Relativity. You will help solve complex problems as we continue to innovate and build great technology.
You will lead projects on a highly scalable and dynamic web system which supports integration with multiple search engines, clustering technologies, and client component interaction through web services. This is all utilizing many of the newer, and strongest technologies.
You will build highly distributable systems composed of multiple database, processing, and web servers within the massive data field.
Responsibilities:
Architect and design performant, scalable, and secure software to a high degree of quality
Make high-impact contributions and provide technical guidance to a software development team to ship high quality, performant, secure software that operates on data at massive scale
Obsessive focus on quality through comprehensive unit and integration testing and static analysis as well as rigorous test strategy development
Improve the software development process by recommending and instituting changes in policies and procedures
Facilitate cross training to improve software quality and completeness and disseminate design and implementation knowledge
Provides technical guidance to team members through education and coaching of best practice on object oriented programming principles
Minimum Requirements:
Bachelor’s Degree in Computer Science or related disciplines, or relevant experience in the industry
5+ years of experience in .NET software development using C#, ASP.NET and Microsoft SQL Server
Hands-on with any modern javascript framework.
Experience with public cloud platforms like AWS, Azure, or Google Cloud is a significant plus
Experience leading software projects and mentoring junior engineers
Strong knowledge of Agile software development methodologies (SCRUM) is a plus
At Relativity, we live our core values and we thrive on solving complex problems. We’re dedicated to continually improving our product and providing relentless customer service. We seek professionals that will bring their authentic and unique experiences to our teams.
We understand career choices are a big decision, and we thank you for considering Relativity.
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, or national origin, disability or protected veteran status, or any other legally protected basis, in accordance with applicable law.",Senior Software Engineer-20-0028,"Chicago, IL",3.8,Unknown / Non-Applicable,-1,Information Technology,1001 to 5000 employees,Company - Private,2020-04-01T03:58:55.788050
"CyberCore Technologies
3.9",-1,2000,"Elkridge, MD",Security Services,"ALL CANDIDATES MUST HAVE AN ACTIVE TS/SCI WITH A POLYGRAPH CLEARANCE!

Description:
The candidate must be able to work independently and as part of a team
Looking for a self-motivated individual who proactively completes tasks with a strong attention to detail
The candidate will be exposed to a variety of technologies depending on customer requirements.
Minimally, the candidate should be skilled in Java, Javascript (e.g. PHP, Node.js and Angular), structured databases (e.g. Mongo and Crate), continuous integration frameworks (e.g. Jenkins, Bamboo) and orchestration software (e.g. Ansible).
Additional knowledge of NiFi, Docker, Kubernetes, Linux OS development, C and Angular 5.x would benefit the candidate.
Required Experience:
Shall have demonstrated work experience with serialization such as JSON and/or BSON.
Shall have demonstrated work experience with the Hadoop Distributed File System (HDFS).
Shall have demonstrated work experience with the Map Reduce programming model and technologies such as Hadoop, Hive, Pig, etc.
Shall have demonstrated experience working with OpenSource (NoSQL) products that support highly distributed, massively parallel computation needs such as Hbase, CloudBase/Acumulo, Big Table, etc.
Shall have at least four (4) years of experience developing software with high level languages such as Java, C, C++.
Shall have demonstrated work experience in the requirements analysis and design of at least one Object Oriented system.
Shall have demonstrated technical writing skills and shall have generated technical documents in support of a software development project
Shall have at least three (3) years experience in software integration and software testing, to include developing and implementing test plans and test scripts.
Shall have demonstrated work experience developing solutions integrating and extending FOSS/COTS products.",Cloud Software Engineer,"Annapolis Junction, MD",3.9,$100 to $500 million (USD),-1,Business Services,201 to 500 employees,Company - Public,2020-04-01T03:58:55.788050
"Software Engineering Institute
2.6",-1,1984,"Pittsburgh, PA",Colleges & Universities,"The National Robotics Engineering Center (NREC) at Carnegie Mellon University has several open positions for software engineers. We are looking for people with both robotics and non-robotics experience. We are people with a desire to make robust software using agile development processes. You will work on a variety of software that will be used in robotics applications and can range from data analysis tools, embedded software, middleware, user interfaces, or machine learning applications. Our software engineers have made software that runs on robotic systems that work under the hot Arizona sun, in the middle of a dense forest, and on a chaotic factory floor.

Why NREC?

You will have an impact in shaping the robotics revolution, collaborate with and learn from experts, and build your career in a very fast-growing field. As part of our team, you will develop solutions to solve industrial and government challenges, deploy your technology in real-world situations, work side-by-side with elite robotics experts, and develop a variety of cutting-edge technologies.

Have an Impact!
Remove waste from farming = more food (link)
Make industrial processes environmentally friendly (link)
Make hazardous jobs safer (link)
Improve efficiency in industry & manufacturing (link)
Accelerate screening of pharmaceuticals (link)
Take Control of Your Career!
Select the career pathway that interests you
Influence the direction of projects
Supportive of a non-standard schedule
Maintain work/life balance
Switch between part-time and full-time as life demands
NREC is at the center of the robotics ecosystem in Pittsburgh, PA. With over 60 robotics companies, Pittsburgh has become the robotics capital of the world. Geek Wire calls it Robotics Row; others call it Roboburgh. Join the leader in the most exciting time in robotics!

Join the best robotics R&D group

Join our talented team at NREC, an operating unit within the world-renowned Robotics Institute at Carnegie Mellon University.

NREC has 20 years of experience and is globally renowned for developing and deploying robots into many applications across multiple sectors, such as agriculture, mining, defense, energy, and manufacturing. We strive to provide solutions for real world challenges where automation and robots have greater impact on productivity and improve the safety and comfort of the labor force. Our unique expertise places us at the forefront of unmanned ground vehicle design, autonomy, sensing and perception, machine learning, machine vision, operator assistance, 3D mapping and position estimation. With over 120 robotics professionals, we can solve challenges that no other organization can.

NREC also leads in educational outreach through its Robotics Academy, which builds robotics curricula and software for K-12 and college-level students.

Your primary responsibilities include:
Developing software for robotic and general-purpose applications
Adapting and integrating proprietary and open source software packages and APIs
Participating in the software process: design, code reviews, etc.
Build new tools for software communication, logging, and data analysis
Create and maintain development tools and infrastructure for robotic systems
Developing, documenting, and directing software system testing, troubleshooting, and verification procedures
Integrate custom and COTS hardware components: sensors, controllers, networking, etc.
Supporting manufacturing with hardware requirements and technology integration
Development in a Linux environment
Qualifications:
B.S. in Computer Science, Engineering, Mathematics or equivalent experience (Any more is a bonus)
1-3 years of relevant software programming experience
Demonstrated understanding and use of software engineering concepts, practices, and procedures.
Proficient C or C skills
Proficient scripting skills (Bash or Python preferred)
Technical communication skills
Successful background check
Ability to participate in a cross-functional team
We especially want to hear from you if you have experience or qualifications in ANY of the following areas:
Software Architecture
Professional software development processes
Computer vision, robotics, machine learning, scientific computing, simulation, or graphics
Networking interfaces and applications
User interfaces
Linux development environment
Embedded systems or real time applications
Developing hardware drivers
Docker, CMake, Valgrind, and other development tools
Opportunities people at NREC have seized:

As a member of NREC, you have the opportunity to take control of your career. People in similar roles have shaped their careers to suit their interests and their needs.
Becoming an in-depth expert in a technical area
Leading projects and fostering client relationships
Receiving mentoring from senior engineers and robotics experts
Mentoring junior engineers
Taking courses at Carnegie Mellon
Staying connected with academic and recreational activities at Carnegie Mellon
Transitioned into a robotics, program management, technical lead, or software architecture roles
Performing consulting during off time
Outreach to K-12 and college-level students
At NREC, we value diversity, support it, and thrive on it for the benefits of our organization, our employees and our community.

Carnegie Mellon University is an Equal Opportunity Employer/Disability/Veteran.","Software Engineer, National Robotics Engineering Center (NREC)","Pittsburgh, PA",2.6,Unknown / Non-Applicable,-1,Education,501 to 1000 employees,College / University,2020-04-01T03:58:55.788050
"CACI International
3.5","CSC, ManTech, SAIC",1962,"Arlington, VA",Aerospace & Defense,"Job Description
BITS, a CACI Company, offers very rewarding and unique benefits, which equates to 50% of compensation on TOP of your base salary! The first part is a tax-qualified profit-sharing retirement plan, to which BITS annually contributes up to 25% of your base salary (not in excess of applicable IRS limits) to your retirement account. The second component consists of BITS' Individual Benefit Account (IBA), which is used for premiums, medical reimbursements, dependent care, education and Paid Time Off (PTO) policy. Both components of the BITS benefit package are paid for by BITS, in addition to your base salary and potential performance bonuses. We believe in a healthy home/work balance and both of our locations offer a wide variety of activities to balance with your work life. Learn more at http://www.caci.com/bit-systems/
BIT Systems is seeking an enthusiastic Lead Software Engineer to work with a technically diverse team that develops software based signal processing applications.

What Youll Get to Do:
Provide software engineering and web development expertise in support of software development and day-to-day operations of system operations and maintenance activities.
Lead a team in the development and maintenance of web-based and backend software applications.
Design and develop new capabilities/applications
Derive requirements through interactions with the project management and systems engineering teams
Develop, test, deploy and maintain software applications
Follow Software deployment best practices
Follow Configuration management workflows
Support Integration testing

Youll Bring These Qualifications:
Bachelors degree in computer science or software engineering and 7+ years of related experience in software development
Understanding of User Interfaces (UI)s, cross-browser compatibility, general web functions and standards
Web Development Skills Java, JavaScript, HTML, HTML5, CSS, cross-browser compatibility, Web User Interface Design, Security Principles, Object-Oriented Design, Web Services, Groovy, Grails, Angular
There is no clearance requirement to begin employment. As a requirement of continued employment you will be required to obtain TS/SCI clearance.

These Qualifications Would be Nice to Have:
Programming Skills/Experience Messaging (JMS), Frameworks (Hibernate, Spring, Camel), Apache Tomcat, SQL, JSON, JavaScript, Struts, Python, Postgres, JDBC, SOAP, REST, ActiveMQ, HTTPD, GIT, Ant, RPM
Security+ or CISSP
Current TS/SCI

What We Can Offer You:
Weve been named a Best Place to Work by the Washington Post.
Our employees value the flexibility at CACI that allows them to balance quality work and their personal lives.
We offer competitive benefits and learning and development opportunities.
We are mission-oriented and ever vigilant in aligning our solutions with the nations highest priorities.
For over 55 years, the principles of CACIs unique, character-based culture have been the driving force behind our success.
Job Location

US-Sterling-VA-VIRGINIA SUBURBAN

CACI employs a diverse range of talent to create an environment that fuels innovation and fosters continuous improvement and success. At CACI, you will have the opportunity to make an immediate impact by providing information solutions and services in support of national security missions and government transformation for Intelligence, Defense, and Federal Civilian customers. CACI is proud to provide dynamic careers for employees worldwide. CACI is an Equal Opportunity Employer - Females/Minorities/Protected Veterans/Individuals with Disabilities.","Software Engineer, Lead (Up to 25% Profit Sharing Benefit!)","Sterling, VA",3.5,$2 to $5 billion (USD),-1,Aerospace & Defense,10000+ employees,Company - Public,2020-04-01T03:58:55.788050
"General Dynamics Mission Systems, Inc
3.5",-1,1952,"Fairfax, VA",Aerospace & Defense,"Basic Qualifications :
Bachelor's degree in Electrical or Computer Engineering, a related specialized area or field is required (or equivalent experience) plus a minimum of 8 years of relevant experience; or Master's degree plus a minimum of 6 years of relevant experience

CLEARANCE REQUIREMENTS:
Department of Defense TS/SCI security clearance is preferred at time of hire. Candidates must be able to obtain a TS/SCI clearance within a reasonable amount of time from date of hire. Applicants selected will be subject to a U.S. Government security investigation and must meet eligibility requirements for access to classified information. Due to the nature of work performed within our facilities, U.S. citizenship is required.

Responsibilities for this Position:
General Dynamics Mission Systems has an immediate opening for a Senior ASIC/FPGA Engineer. This position provides an opportunity to further advance the cutting-edge technology that supports some of our nation’s core defense/intelligence services and systems. General Dynamics Mission Systems employees work closely with esteemed customers to develop solutions that allow them to carry out high-stakes national security missions.

Key Responsibilities

The Senior ASIC/FPGA Engineer will possess in-depth field programmable gate arrays (FPGA), digital signal processor (DSP), and/or global positioning system (GPS) experience utilizing Verilog/SystemVerilog for integrated circuit (IC) design and verification. S/he will support ASIC complementary metal-oxide semiconductor (CMOS) technologies 45nm or smaller and support DSP and/or custom digital interface design or verification tasks for IC devices to be utilized in hi-reliability space-based communications systems. In this role the Senior ASIC/FPGA Engineer will be responsible for the following:

Design responsibilities include most, if not all, phases of design including architecture and requirements development, preliminary and detail design and verification development and documentation, synthesis, timing analysis, clock domain crossing analysis, equivalence checking, IC radiation analysis, and interfacing with wafer foundry engineers.
Verification responsibilities include developing SystemVerilog assertions and functional coverage to support an assertion-based, coverage-driven constrained random verification methodology.

In addition, the successful candidate must:
Be able to effectively and efficiently work with other team members to include other IC design and verification engineers, systems engineers, software engineers, project managers, customers and suppliers.
Possess experience in implementing novel DSP algorithms efficiently into Xilinx FPGA structures or ASIC custom logic.
Have knowledge of Polyphase Filter, Finite Impulse Response (FIR) Filter, Fast Fourier Transform (FFT)/Discrete Fourier Transform (DFT) design structures.

Qualifications (Preferred)

Experience with most, if not all, of the following languages and processes are highly desired:

Verilog
SystemVerilog
C
Perl
Behavioral and register transfer level (RTL) Simulation
FPGA design
Synthesis
Direct Programming Interface (DPI)

Experience with most, if not all, of the following electronic design automation (EDA) design tools from Synopsys and Mentor Graphics highly desired such as:

Mentor QuestaSim
Mentor Precision (FPGA)
Mentor 0-in CDC
Xilinx ISE / Vivado
Synopsys Design Compiler / ICC (ASIC)
Synopsys Primetime
Rational Clearcase Data Management

#CJ1

Company Overview:
General Dynamics Mission Systems (GDMS) engineers a diverse portfolio of high technology solutions, products and services that enable customers to successfully execute missions across all domains of operation. With a global team of 13,000+ top professionals, we partner with the best in industry to expand the bounds of innovation in the defense and scientific arenas. Given the nature of our work and who we are, we value trust, honesty, alignment and transparency. We offer highly competitive benefits and pride ourselves in being a great place to work with a shared sense of purpose. You will also enjoy a flexible work environment where contributions are recognized and rewarded. If who we are and what we do resonates with you, we invite you to join our high performance team!

General Dynamics is an Equal Opportunity/Affirmative Action Employer that is committed to hiring a diverse and talented workforce. EOE/Disability/Veteran",Senior ASIC/FPGA Engineer,"Scottsdale, AZ",3.5,$2 to $5 billion (USD),-1,Aerospace & Defense,10000+ employees,Subsidiary or Business Segment,2020-04-01T03:58:55.788050
"Software Engineering Institute
2.6",-1,1984,"Pittsburgh, PA",Colleges & Universities,"We are looking for an innovator in computer vision with expertise in fields related to: 3D perception, SLAM, visual odometry, machine learning for perception, safe CV, robust outdoor sensing approaches and more. You will work on challenging problems and develop state-of-the-art research in computer vision, 3D data processing, sensor fusion, machine learning, and other fields. You will apply these techniques to real-world robotic systems that perform useful work. Current projects leverage semantic segmentation, SLAM on embedded processors, laser perception for manipulation, and physics-based vision simulation.You will help our team make both autonomous field robotics and augmented reality applications a reality.
Why NREC?
You will have an impact in shaping the robotics revolution, collaborate with and learn from experts,and build your career in a very fast-growing field. As part of our team, you will develop solutions to solve industrial and government challenges, deploy your technology in real-world situations, work side-by-side with elite robotics experts, and develop a variety of cutting-edge technologies.
Have an Impact!
Remove waste from farming= more food
Make industrial processes environmentally friendly
Make hazardous jobs safer
Improve efficiency in industry & manufacturing
Accelerate screening of pharmaceuticals
Take Control of Your Career!
Select the career pathway that interests you
Influence the direction of projects
Supportive of a non-standard schedule
Maintain work/life balance
Switch between part-time and full-time as life demands
NREC is at the center of the robotics ecosystem in Pittsburgh, PA. With over 60 robotics companies, Pittsburgh has become the robotics capital of the world. Geek Wire calls it Robotics Row; others call it Roboburgh. Join the leader in the most exciting time in robotics!

Join the best robotics R&D group
Join our talented team at NREC, an operating unit within the world-renowned Robotics Institute at Carnegie Mellon University.

NREC has 20 years of experience and is globally renowned for developing and deploying robots into many applications across multiple sectors, such as agriculture, mining, defense, energy, and manufacturing. We strive to provide solutions for real world challenges where automation and robots have greater impact on productivity and improve the safety and comfort of the labor force. Our unique expertise places us at the forefront of unmanned ground vehicle design, autonomy, sensing and perception, machine learning, machine vision, operator assistance, 3D mapping and position estimation. With over 120 robotics professionals, we can solve challenges that no other organization can.

NREC also leads in educational outreach through its Robotics Academy, which builds robotics curricula and software for K-12 and college-level students.

Your primary responsibilities include:
Developing computer vision algorithms for real world applications.
Prototyping in scripting languages.
Transitioning to embedded CPU/GPU code for production.
Interacting with sponsors for both planning and reporting purposes.
Reporting complex technical detail to specialists and non-specialists.
Surveying literature and implementing state-of-the-art techniques to take on challenging problems.
Developing, documenting, and directing software system testing, troubleshooting, and verification procedures.
Supporting manufacturing with hardware requirements and technology integration
Required Qualifications:
M.S. in Computer Science, Engineering, Mathematics or equivalent experience (PhD is a bonus).
3-5 years combined graduate academic and professional software development experience
Strong C or C skills.
Experience implementing image processing/computer vision algorithms.
Experience with scripting languages for quick prototyping of computer vision applications (Python or Matlab preferred).
Linux development experience.
Knowledge of basic software engineering principles.
Technical communication skills
We especially want to hear from you if you have experience or qualifications in ANY of the following areas:
Deep learning/machine learning for Computer Vision
Libraries such as OpenCV, PCL, ROS, Boost
3D and projective geometry
Visual odometry, mapping, or SLAM
Embedded systems or real time application development
Developing sensor drivers
CUDA, Intel's IPP,or SIMD (Neon, SSE)instruction development
Opportunities people at NREC have seized:
As a member of NREC, you take control of your career. People in similar roles have shaped their careers to suit their interests and their needs
Publishing in conferences and journals
Guest lecturing in university courses
Becoming an in-depth expert in a technical area
Leading projects and fostering client relationships
Receiving mentoring from principal investigators
Mentoring junior engineers
Taking courses at Carnegie Mellon
Stay connected with academic activities at Carnegie Mellon
Performing consulting during off time
Outreach to K-12 and college-level students
At NREC, we value diversity, support it, and thrive on it for the benefits of our organization, our employees and our community. Carnegie Mellon University is an Equal Opportunity Employer/Disability/Veteran.",Robotics Engineer - Computer Vision,"Pittsburgh, PA",2.6,Unknown / Non-Applicable,-1,Education,501 to 1000 employees,College / University,2020-04-01T03:58:55.788050
McKinley Architecture and Engineering,-1,-1,"Wheeling, WV",-1,"McKinley Architecture and Engineering (MKA) is a multi-discipline, full-service firm providing architectural, engineering, design and construction administration services. For almost 40 years, McKinley has become a well-known name in the region evolving into the leading architectural and engineering firm in WV. McKinley Architecture and Engineering has three offices, Wheeling, WV - Wexford, PA and Charleston, WV with positions available in all.

We utilize a business model structured for efficiency, offering comprehensive professional services across a wide landscape of client categories. Our architects, engineers, and technicians are all in-house, creating optimum communication and collaboration, which results in outstanding service to our clients. We also have LEED Accredited Professionals, a Historic Preservationist, a Qualified Commissioning Process Provider, an Accredited Learning Environment Planner, and a Recognized Educational Facilities Planner.

Our P.E. staff is responsible for developing and leading the process to manage the expression of engineering, design, and project management. They act as a manager to ensure that MKA projects follow the appropriate design vision, participate as a team member on major global projects, and document the objectives, requirements, and recommendations in the MKA standards.
As an Electrical Engineer or Designer, a typical day might include the following:
Interacting and communicating effectively with clients, design team members, project consultants, and contractors;
Working closely within the design team, including the Project Manager, Project Engineers, and Project Architects, while supporting or leading the development of design deliverables;
Assisting in the development of overall project goals, design criteria, project budgets, and schedule requirements;
Designing lighting, electrical systems and electrical services for buildings;
Performing equipment selections, author equipment and product specifications;
Providing consulting services, including field investigations, short circuit coordination studies, arc-flash hazard analyses, gap analyses, preparation of technical and feasibility reports;
Establishing design standards, specifications, and criteria for projects;
Taking responsible charge for the project of your discipline and address any E & O issues;
Assuming responsible charge for the overall economic well-being of the assigned projects;
Signing and sealing project engineering construction documents and regulatory permitting submittals, as well as certifications of substantial completion for submittal to regulatory agencies for final approval and/or acceptance; and
Providing a high level of technical leadership.
To land this gig, you need to have:
Bachelor’s Degree, required
Licensed Professional Engineer (P.E.) (preferred but not mandatory)
10+ years of engineering experience in designing electrical systems & lighting for buildings and building sites.
Experience/proficiency in design skills in Autodesk products and other computer-aided design software.",Electrical Engineer or Designer,"Wexford, PA",-1,Unknown / Non-Applicable,-1,-1,Unknown,Unknown,2020-04-01T03:58:55.788050
