Company Name,Competitors,Founded,Headquarters,Rating,Revenue,Sector,Size,Type of ownership,Website,Company Description,wikisite,uri_name
maven wave partners,,2008.0,"Chicago, IL",4.4,$50 to $100 million (USD),Business Services,201 to 500 employees,Company - Private,,,,maven_wave_partners
maxar technologies,,,"Westminster, CO",3.7,$2 to $5 billion (USD),Aerospace & Defense,5001 to 10000 employees,Company - Public,http://www.maxar.com/,,http://www.wikidata.org/entity/Q48791239,maxar_technology
maximus real estate partners,"Greystar, The Related Companies, Prometheus Real Estate Group",2013.0,"San Francisco, CA",4.3,,Real Estate,51 to 200 employees,Company - Private,,,,maximus_real_estate
"maxonic, inc.",,2002.0,"Campbell, CA",4.5,$25 to $50 million (USD),Business Services,51 to 200 employees,Company - Private,,,,maxonic_inc
mccarthy building co,,1864.0,"Saint Louis, MO",4.3,$2 to $5 billion (USD),"Construction, Repair & Maintenance",1001 to 5000 employees,Company - Private,http://www.mccarthy.com/,,,mccarthy_building_co
mckinley architecture and engineering,,,"Wheeling, WV",,,,Unknown,Unknown,,,,mckinley_architecture_engineering
mctish kunkel and associates,,,"Allentown, PA",3.0,,Transportation & Logistics,201 to 500 employees,Other Organization,,,,mctish_kunkel_associates
"mdc international, inc.",,,,,,,,,,,,mdc_international_inc
"medical science & computing, llc",,,,,,,,,,,,medical_science_computing
medidata,,,,,,,,,,,,medidata
memorial health system,,1897.0,"Springfield, IL",3.9,$50 to $100 million (USD),Health Care,1001 to 5000 employees,Hospital,,,,memorial_health_system
memsql,"Snowflake, DataStax, MapR Technologies",2011.0,"San Francisco, CA",4.4,,Information Technology,51 to 200 employees,Company - Private,http://www.memsql.com/,,,memsql
mercari,,2013.0,"Palo Alto, CA",2.8,,Information Technology,1001 to 5000 employees,Company - Private,,,,mercari
meridian knowledge solutions,,1997.0,"Reston, VA",3.1,$100 to $500 million (USD),Information Technology,51 to 200 employees,Subsidiary or Business Segment,,,,meridian_knowledge_solutions
meridian technologies,,,"Farmington Hills, MI",4.0,,,Unknown,Unknown,,,,meridian_technology
"meridian technologies, inc",,,"Farmington Hills, MI",4.0,,,Unknown,Unknown,,,,meridian_technology_inc
metrolink,,1992.0,"US, Los Angeles, California",,,,"1,000 to 1,499 employees",,http://www.metrolinktrains.com/,"WHAT IT'S LIKE TO WORK AT METROLINK
Metrolink has provided a great career for me to showcase my management and customer service skills. I've been lucky enough to supervise not only up to 80 bus operators but now run my own building and Special Transit Service drivers for 10 years.
— TVM Ambassador  Los Angeles, CA
     ABOUT US
Metrolink has grown tremendously during our more than 20 years in service with a dedicated staff of approximately 275 full-time employees and over 800 contract staff. Metrolink has expanded to 7 service lines, 59 stations and 43,000 daily boardings, all over 534 route miles and is one of the fastest growing commuter rail systems in the country.
   History
Metrolink has been providing service to Southern California for 25 years. During this time, Metrolink has enhanced the quality of life by providing safe, efficient and reliable transportation service that offers an exceptional customer experience. Check out Metrolink's 25th digital anniversary book here.
   What began with three lines, 11 stations and 2,300 daily passengers, has now grown to seven lines, 59 stations, and passengers who travel approximately 441 million passenger miles per year.
     MISSION, VISION & VALUES
OUR MISSION
Our mission is to provide safe, efficient, dependable and on-time transportation service that offers outstanding customer experience and enhances quality of life.
   OUR VISION
Our vision is to be Southern California’s preferred transportation system built upon safety, reliability, customer service, leading-edge technology and seamless connectivity.
   OUR VALUES
Safety: Safety is foundational.
People: Everything we do demonstrates an appreciation for the quality of life, and every act values the lives of our employees, contractor co-workers, customers, and communities.
Quality: We operate on best practices and principles with a continued focus on providing high-quality service to our customers every day on every ride.
Efficiency: As responsible stewards of public funds, we embrace innovative solutions and continuous improvement for the lowest cost and most efficient operations.
Growth: We continuously seek creative, progressive, and collaborative solutions to promote investment, develop partnerships, and increase capacity to improve the mobility of Southern Californians.
     Investing in a Cleaner Commute
Our commitment to environmental sustainability is reflected in the investments we make. Here are some of the many ways Metrolink has invested in a cleaner future for Southern California:
The New Tier 4. Metrolink is proud to become the first commuter rail system in the nation to operate new locomotives powered by Tier 4 clean technology. Tier 4 locomotives are the cleanest diesel locomotives in the nation and are up to 85% cleaner than our old locomotives. They have two-thirds more horsepower and are equipped with the latest safety upgrades.
Greater connectivity. Metrolink is the only transportation provider that serves the entire six-county area of Southern California. We also connect you to more free transfers and travel options, so you can leave your car at home or at the station. Your valid Metrolink fare connects you to city bus, shuttle bus, light rail, and subway lines, taking you farther than ever before. 
Bike trains and facilities. Metrolink promotes the use of bikes on our trains. Our fleet includes specialty Bike Cars that can hold up to 18 bikes, and most Metrolink stations offer bike racks or lockers for passengers. 
Electric vehicle recharging stations. Seventeen Metrolink stations are equipped with electric vehicle charging stations. 
Solar-paneled parking structures. In 2012, Metrolink’s Industry Station added 8,300 solar panels, creating a solar carport that generates up to 2.2 megawatts per hour while shading 940 parking spaces, the largest renewable energy project of its kind in Southern California. The station generates revenue for the city, and also provides 64 charging stalls for Plug-in Electric Vehicles (PEVs).
Greener buildings. Our Dispatch and Operations Center (DOC) in Pomona has LEED Silver certification, conserving resources and promoting clean, renewable energy. 75% of its construction waste was recycled. It was built with 20% recycled material and uses 16% less energy with features like LED lighting. Building water use was reduced by 40%, and site water use by 50%, by using low flow devices and landscape treatments which allow for natural filtration. 
Sustainable Vehicles. Metrolink’s 182 support vehicles include electric, hybrid, low-emissions and flex-fuel varieties. As part of our replacement program, we are committed to procuring fuel-efficient vehicles that meet our needs without imposing an excessive environmental burden.
Corporate Partner Program. Employers and employees across Southern California receive tax incentives toward environmentally-friendly commutes in our Corporate Partner Program (CPP). 
  ",,metrolink
metrostar systems,,1999.0,"Reston, VA",3.4,$25 to $50 million (USD),Information Technology,201 to 500 employees,Company - Private,,,,metrostar_systems
micro focus,"SAP, Oracle",1976.0,"Newbury, United Kingdom",3.2,$2 to $5 billion (USD),Information Technology,10000+ employees,Company - Public,,,http://www.wikidata.org/entity/Q55453804,micro_focus
microsoft corporation,,1975.0,"US, Redmond, Washington",,,,"10,000 employees or more",,http://www.microsoft.com,"DO WHAT YOU LOVE
Make your mark on the world’s most used technologies. Develop the next hit mobile application. Pioneer a startup that could be the next big thing. At Microsoft, you choose your path.

Headquartered in Redmond, Washington, Microsoft is a top innovator in both the consumer and enterprise technology industry. Just a few of the many things our products do are unleash creativity, connect businesses, and make learning more fun. But our continued success is based on one thing: our employees. We hire amazing, talented people and give them the opportunities—and the tools—to succeed.

WHY MICROSOFT?
As a Microsoft employee, you’re surrounded by a diverse group of the smartest people in your field. This fosters new ideas, better business results, and creates a dynamic work environment. In the office, you’re constantly challenged and supported by your colleagues. Every day holds something new and exciting.

We also offer unparalleled depth and breadth of career opportunities. As an industry leader in multiple fields, working for Microsoft means being able to do whatever you feel passionate about—and being able to make an impact in that field. From day one, we give our employees significant responsibility. This means that you’ll know that you directly contributed to something that has a positive impact on people worldwide. Whether you choose to work in management, dive deep into the newest technology, or explore multiple professions, you’ll find everything you need at Microsoft to drive your career—and to make a difference.

WE GET IT – YOU’RE MORE THAN YOUR JOB
Everyone works differently and is motivated by different things. We also understand that there’s more to you than your job. That’s why we offer competitive pay and a wide assortment of benefits-- to help you make the most of life at work and away from it.

GET THE BALL ROLLING",,microsoft
microtek digital llc,,,,,,,,,,,,microtek_digital_llc
mind tech inc,,,,,,,,,,,,mind_tech_inc
mindtree ltd,,1999.0,"US, Warren Township, NJ",,,,,,,"Mindtree Ltd is a global information technology solutions company with a distributed workforce across India, USA, Europe and the Asia Pacific regions We believe in the power of people. And the impact people can have on technology. Our mission is an extension of this belief…“We engineer meaningful technology solutions to help businesses and societies flourish”

To help societies flourish, we have a strong commitment of hiring local talent to manage our businesses in all the geographies that we are present in.",,mindtree_ltd
mission essential,,,,,,,,,,,,mission_essential
mitek industries,Simpson Strong-Tie,1955.0,"Chesterfield, MO",3.8,$1 to $2 billion (USD),Manufacturing,5001 to 10000 employees,Company - Private,,,,mitek_industries
mitre,"Battelle, General Atomics, SAIC",1958.0,"Bedford, MA",3.2,$1 to $2 billion (USD),Government,5001 to 10000 employees,Nonprofit Organization,http://www.mitre.org/,,http://www.wikidata.org/entity/Q627039,mitre
mks instruments,,,,,,,,,,,,mks_instruments
mobilecomm professianal inc,,,"US, Richardson, Texas",,,,500 to 999 employees,,http://www.mcpsinc.com,"MobileComm Professionals is a key industry player in the wireless services arena. We utilize our expertise in wireless services to provide quality centric cost effective solutions all major wireless mobile Operators, Engineering firms, infrastructure providers and Original Equipment Manufacturers(OEM’s).
  MobileComm Professionals enjoys the distinct advantage of being an independent wireless network professional technical services vendor with a robust and integrated portfolio of wireless solutions. Our service offerings portfolio spans all aspects of RF design, Implementation, performance engineering and optimization of second, third generation and emerging technology networks. Our engineering and business consultants are highly tenured and are seasoned professionals who employ a uniquely balanced approach to achieving coverage, capacity, cost and quality objectives for customers.
  MobileComm Professionals is a growing provider of value added products to the telecom sector. Our VAS portfolio includes Content Based Services, such as Messaging and Call Management, Mobile Commerce Support Systems and infotainment. These products make the most use of handsets, providing value to subscriber and increasing revenues. MobileComm Professionals also utilizes its Information Technology and software development experience to develop applications that bring efficiency to engineering activities.",,mobilecomm_professianal_inc
moda operandi,"YOOX NET-A-PORTER GROUP, Farfetch, MATCHESFASHION",2010.0,"New York, NY",1.9,$100 to $500 million (USD),Retail,201 to 500 employees,Company - Private,,,,moda_operandi
modus technologies,,2018.0,"Seattle, WA",5.0,,Real Estate,51 to 200 employees,Company - Private,http://www.modusclosing.com/,,,modus_technology
montage health,,1928.0,"Monterey, CA",3.8,$500 million to $1 billion (USD),Health Care,1001 to 5000 employees,Company - Private,http://www.montagehealth.org/,,,montage_health
monte rosa therapeutics,,,,,,,,,,,,monte_rosa_therapeutics
morse corp,,2014.0,"Cambridge, MA",5.0,,,1 to 50 employees,Company - Private,,,,morse_corp
moser consulting,,1996.0,"Indianapolis, IN",4.5,$25 to $50 million (USD),Business Services,51 to 200 employees,Company - Private,http://www.moserit.com/,,,moser_consulting
moser consulting,,1961.0,"Rockville, MD",2.7,$25 to $50 million (USD),Biotech & Pharmaceuticals,201 to 500 employees,Company - Private,http://www.moserit.com/,,,moser_consulting
motivate llc,,2018.0,"Brooklyn, NY",3.5,,Transportation & Logistics,1001 to 5000 employees,Company - Private,,,,motivate_llc
motorola solutions,"Cisco Systems, Huawei Technologies, IBM",1928.0,"Chicago, IL",3.7,$5 to $10 billion (USD),Information Technology,10000+ employees,Company - Public,,,,motorola_solutions
msci,,,,,,,,,,,,msci
msk engineering & design,,,,,,,,,http://www.esri.com/,,,msk_engineering_design
mteq,"Harris, Fibertek",1954.0,"Lorton, VA",4.0,$100 to $500 million (USD),Aerospace & Defense,501 to 1000 employees,Company - Public,,,,mteq
mtsi,"LinQuest, Dynetics, Torch Technologies",1993.0,"Alexandria, VA",4.8,$100 to $500 million (USD),Aerospace & Defense,1001 to 5000 employees,Company - Private,,,,mtsi
muso,,,"San Francisco, CA",,,,201 to 500 employees,Nonprofit Organization,,,,muso
my job tank,,,"New York, NY",3.6,,,51 to 200 employees,Company - Private,http://www.myjobtank.com/,,,my_job_tank
my job tank,,2001.0,"Chicago, IL",3.8,,Information Technology,1001 to 5000 employees,Company - Private,http://www.myjobtank.com/,,,my_job_tank
my3tech,,,"Pierre, SD",,Less than $1 million (USD),,1 to 50 employees,Company - Private,,,,my3tech
n.f. smith & associates,"Converge, Future Electronics, Advanced MP Technology",1984.0,"Houston, TX",4.1,$1 to $2 billion (USD),Business Services,201 to 500 employees,Company - Private,http://www.smithweb.com/,,http://www.wikidata.org/entity/Q16931794,nf_smith_associates
nask,,2000.0,"Fairfax, VA",4.2,$5 to $10 million (USD),Aerospace & Defense,51 to 200 employees,Company - Private,http://www.n-ask.com/,,,nask
natera,"Genomic Health, 23andMe, Illumina",2004.0,"San Carlos, CA",3.6,$100 to $500 million (USD),Biotech & Pharmaceuticals,501 to 1000 employees,Company - Public,,,http://www.wikidata.org/entity/Q30256747,natera
national association of insurance commissioners,,1871.0,"Kansas City, MO",3.5,$100 to $500 million (USD),Business Services,201 to 500 employees,Nonprofit Organization,http://www.naic.org/,,,national_association_of
national grid usa,Northeast Utilities,1990.0,"Waltham, MA",3.4,$5 to $10 billion (USD),"Oil, Gas, Energy & Utilities",10000+ employees,Company - Public,,,,national_grid_usa
national security agency (nsa),,1952.0,"US, Maryland",,,,"10,000 employees or more",,https://www.intelligencecareers.gov/NSA/,"Challenging, rewarding, life-changing, history-making – there’s no single way to describe a career at NSA. From STEM professionals to foreign language experts, intelligence analysts to business managers, NSA offers extraordinary opportunities to professionals in a wide variety of fields.
NSA is a world-class cyber center, the largest employer of mathematicians in the country, as well as a national leader in foreign language analysis and research.
If you’re looking to contribute to something bigger than yourself, something that’s a matter of national security, join NSA.",,national_security_agency
naval nuclear laboratory,,,,,,,,,,,,naval_nuclear_laboratory
ncsoft,"Blizzard Entertainment, Riot Games, Electronic Arts",1997.0,"Seoul, South Korea",3.1,$10+ billion (USD),Media,1001 to 5000 employees,Company - Public,,,,ncsoft
neci,,1966.0,"Mansfield, MA",3.9,$100 to $500 million (USD),Biotech & Pharmaceuticals,51 to 200 employees,Company - Private,http://www.neci.com/,,,neci
nektar therapeutics,"Bristol-Myers Squibb, Merck, GlaxoSmithKline",1990.0,"San Francisco, CA",3.5,$100 to $500 million (USD),Biotech & Pharmaceuticals,201 to 500 employees,Company - Public,http://www.nektar.com/,,,nektar_therapeutics
neocoil,,,"Pewaukee, WI",3.8,,,51 to 200 employees,Company - Private,,,,neocoil
"neteffects, inc.",,1995.0,"US, Chesterfield, MO",,,,100 to 499 employees,,http://neteffects.com/,"Since our founding in 1995, we’ve placed thousands of people in consulting careers, specializing in technology roles. We offer many exciting careers in our Technology and Talent Solutions divisions for candidates seeking direct hire or permanent placement opportunities in IT. We’re committed to empowering each individual who works with us to take charge of their career. You won’t be alone on your journey. Our dedicated team is here to serve you as a partner in the process.<br/><br/> <b>We offer our candidates and consultants:</b> <ul> <li> Interview preparation </li> <li> Resume review and recommendations </li> <li> LinkedIn review</li> <li> Local job market information,trends,and insights </li> <li> Access to networking events and informational career centric seminars LinkedIn review</li> <li> A competitive benefits package, which includes Medical, Dental, Vision, Life, 401k, and more.</li> </ul>",,neteffects_inc
netimpact strategies,,2009.0,"Falls Church, VA",3.9,$5 to $10 million (USD),Business Services,201 to 500 employees,Company - Private,,,,netimpact_strategies
netmotion software,,2001.0,"Seattle, WA",4.6,$25 to $50 million (USD),Information Technology,51 to 200 employees,Company - Private,http://www.netmotionsoftware.com/,,,netmotion_software
netskope,"Skyhigh Networks, Zscaler, NortonLifeLock",2012.0,"Santa Clara, CA",4.1,,Information Technology,501 to 1000 employees,Company - Private,http://www.netskope.com/,,http://www.wikidata.org/entity/Q17082991,netskope
new england biolabs,,,"Concord, CA",2.1,$25 to $50 million (USD),Biotech & Pharmaceuticals,201 to 500 employees,Company - Public,http://www.neb.com/,,http://www.wikidata.org/entity/Q17134414,new_england_biolabs
new england biolabs,"Thermo Fisher Scientific, Enzymatics, Illumina",1974.0,"Ipswich, MA",4.7,,Biotech & Pharmaceuticals,201 to 500 employees,Company - Private,http://www.neb.com/,,http://www.wikidata.org/entity/Q17134414,new_england_biolabs
new relic,"AppDynamics, Datadog, Dynatrace",2008.0,"San Francisco, CA",4.6,$100 to $500 million (USD),Information Technology,1001 to 5000 employees,Company - Public,,,http://www.wikidata.org/entity/Q7011152,new_relic
newsela,"Achieve3000, Schoology, Clever",2012.0,"New York, NY",4.2,,Information Technology,201 to 500 employees,Company - Private,,,,newsela
next,"Flexport, Convoy, C.H. Robinson",2015.0,"Los Angeles, CA",3.5,$50 to $100 million (USD),Transportation & Logistics,51 to 200 employees,Company - Private,,,http://www.wikidata.org/entity/Q7020945,next
ngdata us inc,,,,,,,,,,,,ngdata_us_inc
nic infotek,,2004.0,"Tampa, FL",3.8,,Business Services,51 to 200 employees,Company - Public,,,,nic_infotek
"ninja analytics, inc.",,,,,,,,,,,,ninja_analytics_inc
njf global holdings,,2003.0,"London, United Kingdom",4.1,$10 to $25 million (USD),Business Services,51 to 200 employees,Company - Private,http://www.njf.com/,,,njf_global_holdings
noblis,"Booz Allen Hamilton, SAIC, LMI",1996.0,"Reston, VA",4.1,$100 to $500 million (USD),Business Services,1001 to 5000 employees,Nonprofit Organization,http://www.noblis.org/,,http://www.wikidata.org/entity/Q7045871,noblis
north american lighting,,1983.0,"Paris, IL",4.0,$1 to $2 billion (USD),Manufacturing,5001 to 10000 employees,Subsidiary or Business Segment,,,,north_american_lighting
north carolina state univ.,,,,,,,,,,,,north_carolina_state
northbound llc,,,,,,,,,,,,northbound_llc
northrop grumman,,1939.0,"Falls Church, VA",3.7,$10+ billion (USD),Aerospace & Defense,10000+ employees,Company - Public,http://www.northropgrumman.com/,,http://www.wikidata.org/entity/Q329953,northrop_grumman
"norvax, llc d/b/a go health",,,,,,,,,,,,norvax_llc_d
novartis,,1996.0,"Basel, Switzerland",3.8,$10+ billion (USD),Biotech & Pharmaceuticals,10000+ employees,Company - Public,,,,novartis
novetta,"Leidos, CACI International, Booz Allen Hamilton",2012.0,"Mc Lean, VA",4.0,$100 to $500 million (USD),Information Technology,501 to 1000 employees,Company - Private,http://www.novetta.com/,,http://www.wikidata.org/entity/Q64141841,novetta
novetta,"McKinsey & Company, Accenture, Deloitte",1943.0,"London, United Kingdom",3.4,$100 to $500 million (USD),Business Services,1001 to 5000 employees,Company - Private,http://www.novetta.com/,,http://www.wikidata.org/entity/Q64141841,novetta
npaworldwide recruitment network,,,,,,,,,,,,npaworldwide_recruitment_network
npd,,1966.0,"Port Washington, NY",3.9,$100 to $500 million (USD),Business Services,1001 to 5000 employees,Company - Private,,,,npd
ntelicor,,,"Dallas, TX",4.6,$1 to $5 million (USD),Business Services,51 to 200 employees,Company - Private,,,,ntelicor
ntersol,,,,,,,,,,,,ntersol
ntt data corporation,"Capgemini, Accenture, Deloitte",1967.0,"Tokyo, Japan",3.3,$10+ billion (USD),Information Technology,10000+ employees,Company - Public,,,,ntt_data
ntt data services,,1965.0,"US, 5601 Granite Parkway Suite 1000, Texas",,,,"10,000 employees or more",,http://www.nttdata.com/americas,"NTT DATA means Business

NTT Group one of the largest Telecommunications Companies in the world owns NTT DATA Services. NTT Group is ranked in the top 5 largest global IT services provider in the world. Collectively, the integrated company generates $108B in annual revenues with over 300,000 employees across 88 countries. Visit www.nttdata.com/americas to learn how NTT DATA Americas' Strategic Staffing group provides our clients with top notch technical talent to augment their core IT staff. Our approach is customer centric, partnering to assist you in achieving your strategic goals and IT initiatives. We get to know your company’s culture and the type of technical staff that thrive within your organization. We understand your specific technical and business requirements, timing, and budget.",,ntt_data_services
"numeric, llc",,,"Chadds Ford, PA",3.2,$5 to $10 million (USD),Business Services,1 to 50 employees,Company - Private,,,,numeric_llc
nuna,,2010.0,"San Francisco, CA",4.2,,Information Technology,51 to 200 employees,Company - Private,,,,nuna
nvidia,,1993.0,"Santa Clara, CA",4.6,$5 to $10 billion (USD),Information Technology,10000+ employees,Company - Public,http://www.nvidia.com/,,http://www.wikidata.org/entity/Q182477,nvidia
"nypit, inc.",,,,,,,,,,,,nypit_inc
o'reilly automotive,"Advance Auto Parts, AutoZone, NAPA Auto Parts",1957.0,"Springfield, MO",3.1,$5 to $10 billion (USD),Retail,10000+ employees,Company - Public,,,,o'reilly_automotive
object partners,"Solution Design Group, Intertech (Minnesota)",1996.0,"Minneapolis, MN",4.7,$25 to $50 million (USD),Business Services,51 to 200 employees,Company - Private,http://www.objectpartners.com/,,,object_partners
"object technology solutions, inc. (otsi)",,,,,,,,,,,,object_technology_solutions
octane,,2014.0,"New York, NY",4.2,,Finance,51 to 200 employees,Company - Private,,,,octane
odsc hiring partner,,,,,,,,,,,,odsc_hiring_partner
odyssey systems,,1997.0,"US, Wakefield, Massachusetts",,,,"1,000 to 1,499 employees",,http://www.odysseyconsult.com,"Established in 1997, Odyssey Systems Consulting Group, Ltd. is a leading provider of management, analytical, and technical support services for government and private-sector customers. Odyssey delivers innovative solutions in response to complex and challenging customer requirements.
Our portfolio of successful projects demonstrates our ability to efficiently plan, staff, and manage efforts of all scopes and sizes. Our employees provide tailored functional expertise in technology, engineering, and management principles. We offer vast experience in acquisition strategy development and document generation; source selection support; cost, schedule, and performance management; systems engineering and analysis; risk management; cost/benefit and earned value analysis; computer-based training development; communication planning and operations; and lifecycle sustainment and product support. Odyssey also offers research and acquisition support services to the DoD medical domain, leading DoD medical mission support through several prime services contracts.
A six-time Inc. 5000 honoree, Odyssey has earned recognition on the 2019 Inc. 5000 as one of the most successful companies in America. In Inc.’s annual guide to the 5,000 fastest-growing privately held companies in the U.S., we were ranked #162 in the Government Services category, delivering a wide range of services to DoD customers and beyond.",,odyssey_systems
"offerup, inc",,,,,,,,,,,,offerup_inc
omega solutions inc.,,,,,,,,,,,,omega_solutions_inc
onco360,,2003.0,"Louisville, KY",2.2,,Health Care,201 to 500 employees,Company - Private,,,,onco360
oneneck it solutions,,,"Madison, WI",3.3,$100 to $500 million (USD),Information Technology,501 to 1000 employees,Subsidiary or Business Segment,,,,oneneck_it_solutions
onethree biotech,,,"New York, NY",,,,1 to 50 employees,Unknown,,,,onethree_biotech
onezero financial systems,,,,,,,,,,,,onezero_financial_systems
opal business solutions,,,,,,,,,,,,opal_business_solutions
open systems international,,1992.0,"Minneapolis, MN",4.0,$100 to $500 million (USD),"Oil, Gas, Energy & Utilities",501 to 1000 employees,Company - Private,,,,open_systems_international
open systems technologies,,1990.0,"US, New York, New York",,,,500 to 999 employees,,http://www.opensystemstech.com/,"At OST, we’re a bit like what you may call a machine, but with a more human touch. Day in and day out for the last 28 years we’ve been more than just a staffing company. Throughout this time we’ve built relationships, we’ve grown together internally and externally, and have created a system that allows us to personally cater to the needs of our clients and candidates. As we celebrate this occasion, it important to note that for us, 28 years is more than just a number or an anniversary. It is 28 years of relationships, 28 years of trust, and 28 years of total reliability. We’ve been a mentor for some, a team builder for others, but most importantly we’ve been there. We know there is no substitute for experience, so let us help you navigate through the ever changing web of talent.

Operating in a crowded marketplace, we have succeeded by staying ahead of the curve. No two projects are the same, and neither are our solutions. We’ve got the connections. We know the people. We have the opportunities. How soon can you start?",,open_systems_technology
openclinica llc,,2006.0,"Waltham, MA",4.9,$5 to $10 million (USD),Information Technology,1 to 50 employees,Company - Private,,,,openclinica_llc
openlogix corporation,,2006.0,"US, Wixom, Michigan",,,,500 to 999 employees,,http://www.open-logix.com,"At OpenLogix, we have an awesome team of technology and business professionals that make things happen. We are passionate about providing best in class technology services to our clients and helping them innovate in their industries.",,openlogix
oportun. inc,"LendingClub, SoFi, Capital One",2005.0,"San Carlos, CA",3.8,,Finance,1001 to 5000 employees,Company - Public,http://www.oportun.com/,,,oportun_inc
opploans,,2012.0,"Chicago, IL",4.2,,Finance,201 to 500 employees,Company - Private,,,,opploans
optex systems,,,"Richardson, TX",1.3,$10 to $25 million (USD),Manufacturing,51 to 200 employees,Unknown,,,,optex_systems
options clearing corporation,"CME Group, Intercontinental Exchange, DTCC",1973.0,"Chicago, IL",2.5,$100 to $500 million (USD),Finance,501 to 1000 employees,Company - Private,,,,options_clearing
optum,,,,,,,,,,,,optum
optx,,2019.0,"Las Vegas, NV",5.0,,Information Technology,1 to 50 employees,Company - Private,,,,optx
orbit logic,,2000.0,"Greenbelt, MD",4.9,$5 to $10 million (USD),Information Technology,1 to 50 employees,Company - Private,,,http://www.wikidata.org/entity/Q30298324,orbit_logic
oregon mutual insurance,"Safeco, Liberty Mutual Insurance, Nationwide",1894.0,"McMinnville, OR",4.3,$100 to $500 million (USD),Insurance,51 to 200 employees,Company - Private,http://www.ormutual.com/,,http://www.wikidata.org/entity/Q7101273,oregon_mutual_insurance
orgspire,,,"US, Dublin, Ohio",,,,100 to 499 employees,,http://www.orgspire.com/,"Who We Are
Orgspire Inc is a reputed software consulting group based out of Columbus. It is focused on providing the best quality, cost-effective solutions.Every industry has unique needs and challenges. we understand the uniqueness of the each industry we deal with , and we deliver services that are best suited for the specific habitat. We take on new challenges wholeheartedly this expands our horizon.

Our technology solutions backed provide powerful insight and assist in solving critical issues at our clients end. This would be impossible to implement without a team that is passionate about growing a clients' business. Hence we engage a matrix of technology, domain expertise and highly skilled people to provide the best possible solution for the needs of our client.

OUR PHILOSOPHY
We see our customers excel through our highest quality of services delivered. We strive hard to provide solutions using leading edge technology solutions enabling our customers to stay highly competitive. We achieve this through our consultants who have the necessary industry knowledge, innovation, technical expertise and customer focus.

OUR MISSION
Our mission is to provide solutions to customers and enabling them with competitive advantage by excelling in providing services with a team of highly qualified and dedicated consultants.",,orgspire
osf healthcare system,UnityPoint Health,1877.0,"Peoria, IL",4.0,$2 to $5 billion (USD),Health Care,10000+ employees,Nonprofit Organization,,,,osf_healthcare_system
oshkosh corporation,"Lockheed Martin, Caterpillar, John Deere",1917.0,"Oshkosh, WI",4.3,$5 to $10 billion (USD),Manufacturing,10000+ employees,Company - Public,,,http://www.wikidata.org/entity/Q1969091,oshkosh
osi engineering,,,,,,,,,,,,osi_engineering
osi engineering,,2010.0,"US, Campbell, California",,,,100 to 499 employees,,http://www.OSIengineering.com,"OSI is the premiere Managed Services and Staff Augmentation partner for today's tech leaders and tomorrow's luminaries. With over 20 years of experience, we bring expert knowledge of today's emerging technologies and deep relationships with the world's biggest, brightest, & boldest players to help you tackle employment demands with a targeted array of talent solutions.
We've been the trusted source for personalized, hands-on attention to your needs, creating partnerships designed to exceed our clients’ expectations. We help execute strategic business initiatives, building robust, performance driven teams that ensure speed-to-market and innovation in the critical areas that propel business success.",,osi_engineering
osi engineering,,2010.0,"Campbell, CA",4.4,$25 to $50 million (USD),Business Services,51 to 200 employees,Company - Private,,,,osi_engineering
oversight systems,,2003.0,"Atlanta, GA",4.7,$25 to $50 million (USD),Information Technology,51 to 200 employees,Company - Private,http://www.oversightsystems.com/,,,oversight_systems
p. cornely llc,,,,,,,,,,,,p_cornely_llc
pa consulting,"McKinsey & Company, Accenture, Deloitte",1943.0,"London, United Kingdom",3.4,$100 to $500 million (USD),Business Services,1001 to 5000 employees,Company - Private,http://www.paconsulting.com/,,,pa_consulting
pacific northwest national laboratory,"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",1965.0,"Richland, WA",3.8,$500 million to $1 billion (USD),"Oil, Gas, Energy & Utilities",1001 to 5000 employees,Government,,,,pacific_northwest_national
pact pharma,,2016.0,"South San Francisco, CA",3.5,,Biotech & Pharmaceuticals,51 to 200 employees,Company - Private,,,,pact_pharma
pacteraedge,,,,,,,,,,,,pacteraedge
pae,,1955.0,"US, Arlington, Virginia",,,,"10,000 employees or more",,https://www.pae.com/,"For more than 60 years, PAE has tackled the world’s toughest challenges to deliver agile and steadfast solutions to the U.S. government and its allies. With a global workforce of more than 20,000 on all seven continents and in approximately 60 countries, PAE delivers a broad range of operational support services to meet the critical needs of our clients.  At PAE, we offer challenging roles, an inclusive environment to perform our best work and a sense of pride that we are valuable partners in work that matters. Join us and make an impact. Have a question about the opportunities at PAE? Please contact our Recruiting team at jobs@pae.com and visit our career site at https://www.pae.com for all open positions!",,pae
paige,,2018.0,"New York, NY",5.0,,Health Care,1 to 50 employees,Company - Private,http://www.paige.ai/,,,paige
palermo's pizza,,1964.0,"Milwaukee, WI",3.3,,Manufacturing,501 to 1000 employees,Company - Private,http://www.palermospizza.com/,,,palermo's_pizza
panco management,,1971.0,"Rochelle Park, NJ",4.3,,Real Estate,201 to 500 employees,Company - Private,,,,panco_management
"pascall systems, inc.",,,,,,,,,,,,pascall_systems_inc
"pascall systems, inc.",,,"Boston, MA",,,,1 to 50 employees,Unknown,,,,pascall_systems_inc
path forward it,,2002.0,"Cincinnati, OH",3.7,,Information Technology,201 to 500 employees,Company - Private,,,,path_forward_it
