Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership,timestamp,url
"Software Engineering Institute
2.6",-1,1984,"Pittsburgh, PA",Colleges & Universities,"What We Do:

At the SEI Emerging Technology Center, we describe our work as “making the recently possible mission-practical.” We help our government customers stay up to date on new technology by identifying, demonstrating, extending, and applying emerging software technologies to solve real government problems. We currently work in the fields of human-machine interaction, applied artificial intelligence and machine learning, and advanced computing—areas that are changing and progressing rapidly. As we show our customers how new technologies can improve their mission capabilities through rapid prototyping and iterative development, we both rely on and shape academic and industrial research.

Are you creative, curious, energetic, collaborative, technology-focused, and hard-working? Are you familiar with end-to-end software development activities and full-stack engineering? Apply to join our team.

Position Summary:

As a software developer on our team, you will apply software research and leading-edge technologies to important and challenging government problems and needs. You'll have the chance to work with modern languages such as Java, Python, and C/C ; large-scale data frameworks such as Tensorflow, Spark, Keras, and Hadoop; and web frameworks like node.js and D3.js. You'll experiment with emerging technologies such as augmented and virtual reality, computer vision, and deep learning.

Requirements:
BS in Computer Science or related discipline, with professional experience as a software developer/engineer in a collaborative team environment.
Flexible to travel to other SEI offices, sponsor sites, conferences, and offsite meetings on occasion. Moderate (25"") travel outside of your home location.
You will be subject to a background investigation and must be eligible to obtain and maintain a Department of Defense security clearance.



Knowledge, Skills and Abilities:
Communication and Collaboration: You have strong written and verbal communication skills and can interact collaboratively and diplomatically with customers and colleagues. You grasp the big picture, direction, and goals of an effort while focusing great attention to detail. You can present complex ideas to people who may not have a deep understanding of the subject area.
Dedication: You can meet deadlines while multi-tasking–sometimes under pressure and with shifting priorities.
Creativity and Innovation: You are creative and curious, and you are inspired by the prospect of collaborating with premier researchers at Carnegie Mellon University and other universities and organizations. You quickly learn new procedures, techniques, and approaches.
Knowledge and Learning: You possess broad technical experience and interest in computer science and applied technology such as human-computer interaction, data analytics and machine learning, advanced computing, and autonomy and adaptive systems.



Desired Experience:
Technical Teamwork: You have experience participating on high-technology teams for a variety of projects, including open-source development projects.
Knowledge of Department of Defense and Intelligence Community: You are familiar with DoD or Intelligence Community software systems acquisition practices.
More Information

Please visit “Why Carnegie Mellon” to learn more about becoming part of an institution inspiring innovations that change the world.

A listing of employee benefits is available at: www.cmu.edu/jobs/benefits-at-a-glance/.

Carnegie Mellon University is an Equal Opportunity Employer/Disability/Veteran.",Software Developer,"Pittsburgh, PA",2.6,Unknown / Non-Applicable,-1,Education,501 to 1000 employees,College / University,2020-04-16T17:26:05.014749,http://www.sei.cmu.edu/
"Blucora
3.4",H&R Block,1996,"Irving, TX",Financial Transaction Processing,"Blucora has a bold aspiration: we are committed to giving all people the tools needed to lead healthy financial lives - tools often reserved for the wealthy.

We began our journey by bringing together two industry-leading firms to form a foundation in tax-smart investing that is unreplaceable in the industry. TaxAct is an innovative tax software company that helps more than 4 million Americans prepare their own taxes each year. HD Vest is the first firm in the world to make it possible for tax professionals to support clients’ wealth management needs (now over $45B for more than 300,000 Americans).

We now turn to the next leg, developing the technological tools that make our vision of financial health for all a reality. Atypical for the financial services industry, we take a contemporary approach to strategy and product development that is founded in user insights, rapid testing and a singular focus on driving end-user value.

Since charting new territory on a daily basis is part of everyone's job at Blucora, we've attracted team members who thrive on the challenge, encourage each other, and are passionately committed to the goal. If you agree that problem- solving is a team sport, and feel energized by a good debate, deep dive research, or a fun night out with colleagues, we might be the right firm for you!

Essentials Duties & Responsibilities

Major responsibilities of the position are listed below. To perform the job successfully, the individual must be able to execute each essential duty satisfactorily. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Develops new software packages, performs upgrades and/or fixes to existing operating software packages.
Collaborate with Accounting, Marketing and Product Managers to design, implement and test software applications
Respond to technical requests regarding assigned application or component.
Remain up to date with the latest software and computer technology
Works as individual or participates as a member of a software development team
Other duties as assigned.
Education & Experience
Bachelor’s degree in computer science or a related field, or equivalent in education and business experience.
Experience with Microsoft development stack and development lifecycle tooling (C#, ASP.NET MVC/Web API/WCF, SQL Server, Visual Studio, TFS).
Experience in service-oriented architecture and frameworks (NServiceBus, Mass Transit), messaging (Rabbit MQ, MSMQ, Azure Service Bus/ Event Hub), and micro services - oriented patterns.
Experience with AWS or Azure is good to have.
Experience developing large scale enterprise Serverless applications.
Experience with front-end and server-side modern JavaScript frameworks (Vue.js preferred).
Experience with C++, C++ 11/ MFC preferred.
Experience building SaaS platforms is a huge plus.
Experience in Agile development methodologies preferred, Scrum preferred.
Minimum of 5-8 years’ custom software application development experience.
Blucora, Inc is an equal opportunity employer and does not unlawfully discriminate on the basis of race, sex, age, color, religion, national origin, marital status, sexual orientation, veteran status, disability status or any other basis prohibited by federal, state or local law. Blucora, Inc considers information gathered in the hiring process, including information on this application, confidential, and only shares it on a need-to know basis or as required by law. Please let us know if you need accommodations in order to participate in the application process.",Software Engineer III,"Irving, TX",3.4,$500 million to $1 billion (USD),-1,Finance,501 to 1000 employees,Company - Public,2020-04-16T17:26:05.014749,http://www.blucora.com/
"Qualcomm
3.9","Intel Corporation, MediaTek, Broadcom",1985,"San Diego, CA",Computer Hardware & Software,"Job Id
E1980903
Job Title Modem Software Integration Engineer

Post Date 03/10/2020

Company
Qualcomm Technologies, Inc.

Job Area Engineering - Software

Location California - San Diego

Job Overview Qualcomm is a company of inventors that unlocked 5G - ushering in an age of rapid acceleration in connectivity and new possibilities that will transform industries, create jobs, and enrich lives. But this is just the beginning. It takes inventive minds with diverse skills, backgrounds, and cultures to transform 5Gs potential into world-changing technologies and products. This is the Invention Age, and this is where you come in. Qualcomm CDMA Technologies (QCT) is a world-leading provider of chipsets and software technologies that not only bring high-speed wireless connectivity to mobile devices, powering the majority of 3G/4G/5G smartphones around the globe, but also to a broad spectrum of other wirelessly connected devices spanning IoT, compute, voice & music, wearables, and automotive products. The QCT Modem Software group is currently seeking innovative and highly motivated engineering professionals to join their Software Integration team. Engineers on this team have a strong interest in software integration, automation, troubleshooting, testing, debugging and commercialization of modem software. Responsibilities include:
Continuous integration of our modem processor software comprising of 5G/4G/3G/2G protocol stacks, RF software, firmware and drivers.
Root cause analysis and resolution of build failures encountered during software integration
Manual and automated sanity testing of modem functionality and new features on mobile device prototypes in the lab
Initial on-target debugging, log analysis and classification of failures
Collaboration with software developers to identify bugs, quickly integrate fixes and make timely customer releases
Development of test scripts to verify new modem software features and enhance test coverage
Release of software to customers using version control tools and internal tools.
All Qualcomm employees are expected to actively support diversity on their teams, and in the Company.
All Qualcomm employees are expected to actively support diversity on their teams, and in the Company.
Minimum Qualifications * 1+ years experience with Programming Language such as C, C++, Java, Python, etc."" id=""hdnMinimumQualifications"">* Bachelor's degree in Engineering, Information Systems, Computer Science, or related field.
1+ years experience with Programming Language such as C, C++, Java, Python, etc.
Preferred Qualifications * C/C++ programming
Python/Perl programming
Exposure to 3G/4G/5G modem technologies in software development, integration or test role
Real-time/embedded software debugging with JTAG, Trace32
Modem testing using lab test equipment, hands-on debugging with various device and automation logs
Software configuration management tools such as Perforce
Continuous software integration and automation tools such as Jenkins
Strong problem solving, analytical and troubleshooting skills


Education Requirements Preferred: Master's, Computer Engineering and/or Computer Science and/or Electrical Engineering"" id=""hdnEducationalRequirements"">Required: Bachelor's, Computer Engineering and/or Computer Science and/or Electrical Engineering
Preferred: Master's, Computer Engineering and/or Computer Science and/or Electrical Engineering",Modem Software Integration Engineer,"San Diego, CA",3.9,$10+ billion (USD),-1,Information Technology,10000+ employees,Company - Public,2020-04-16T17:26:05.014749,http://www.qualcomm.com/
"PCI
4.7","Polaris Alpha, ManTech, CyberCore Technologies",2008,"Columbia, MD",Aerospace & Defense,"Top Secret with FS Polygraph
Fort Meade and Vicinity
Posted 5 hours ago
PCI is seeking a Software Engineers of all levels for our cloud infrastructure predictive analytics team. This team is tasked with developing analytics to identify areas of concern in cloud infrastructure.

This is a government-led project that has moved to an open-source project and work is primarily located at our corporate headquarters in Columbia, MD.

Because this is a research project, no technology
stack is out of bounds, but a successful candidate will have experience in
Java, and Python (or another scripting language). Everything listed below is a
plus, but not required. If you don’t know it, you can come here to learn it:
Relational and NoSQL databases; MapReduce concepts; Streaming analytics;
Elastic stack.

The existing full technology stack includes the
above plus fluentd, ruby, scala, Kubernetes, Docker, GKE, Postgres, AWS, Prometheus,
TimescaleDB, Rook, Seph, Helm, Ansible, Salt, and Puppet. Why this
work matters: As more processing moves to cloud architecture, there is a need
to develop tools that can accurately predict issues within the infrastructure,
and there is currently no framework to put these analytics in place. As an open
source project, there is the potential to positively affect countless systems.

The existing full technology stack includes the above plus fluentd, ruby, scala, Kubernetes, Docker, GKE, Postgres, AWS, Prometheus, TimescaleDB, Rook, Seph, Helm, Ansible, Salt, and Puppet. Why this work matters: As more processing moves to cloud architecture, there is a need to develop tools that can accurately predict issues within the infrastructure, and there is currently no framework to put these analytics in place. As an open source project, there is the potential to positively affect countless systems.

Clearance Required: Top Secret, SCI with Polygraph
Job Features
Job Category Software Developer/Engineer
Apply Online
Attach Resume*
No file chosen
Browse
PCI is committed to the principles of equal employment opportunity and gives consideration for employment to qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identify, national origin, disability or protected veteran status.
Submit",Software Engineers Multiple Levels – Cloud Infrastructure Predictive Analytics,"Fort Meade, MD",4.7,$25 to $50 million (USD),-1,Aerospace & Defense,201 to 500 employees,Company - Private,2020-04-16T17:26:05.014749,http://www.gopci.com/
"Juniper Networks
3.8",-1,1996,"Sunnyvale, CA",Telecommunications Services,"Job Description:


PFE software includes architecture and the development of L2/L3 software, customer interaction for QFX series of switches(QFX Series 10GbE/25G/50G/40/100GbE switches are high-performance, low-latency, 1 and 2 U edge devices that are optimized for virtualized data center environments.) in JDI, Switching division. The job involves development and sustenance of L2/L3 features, handling of customer escalations and championing high quality along with seamless handling business priorities.

Job Requirements:
6+ years of experience as a Software Developer in networking, Layer 2 switching & Layer 3 routing.
Ability to work in a high pace environment.
Ability to work with a multisite based development team.
Experience in handling critical customers issues.
Excellent knowledge in Vxlan, Multicast(IGMP/MLD), L3 Unicast, ACL, COS, xSTP, LACP.
Familiarity and hands on experience with one or more of the following areas, C programming;Embedded Linux, BSD or any UNIX operating system, expertise in L2 switching/L3 routing.
Candidate Requirements:


As a key contributor in a team creating high-complexity networking platforms
Architect Data plane, PFE.
Candidate must have a strong record delivering software projects on-time and with high quality.
A Bachelor of Science Degree in Computer Science, Electrical /Electronics Engineering or a Master Degree, or a PhD; or equivalent experience is required.
Candidate must possess good oral and written communication skills, be highly self-motivated, possess a lot of drive to make things happen.
Design, develop and maintain packet forwarding engine and its associated software(Device drivers, Kernel debugging) in highly complex, high performance networks.
Work closely with remote, technical architects & product management teams developing requirements.
Develop detail functional/Design specifications and software system architecture.
Work closely with QA team in developing test plans.
Develop and execute detail test and verification plans.
Experience in real-time embedded software.
Experience with data center deployment scenarios.
Strong background in Packet Forwarding, Data plane processing, device drivers.
Strong background in Ethernet Switching (Bridging, STP concepts) & Routing.
Strong background in RTOS internals, kernel concepts(/RT-Linux/FreeBSD or any other)
Willingness to work as Individual contributor
Strong programming skills in C & assembly
Knowledge of Broadcom ASICs, VXLAN is a plus.
Excellent Debugging and Problem Solving Skills
Must have strong experience with routers and switch architecture.
Must be playing a strong technical role in the current position.
A clear understanding of the product development cycle, technical requirements with a strong understanding of concepts related to computer architecture, data structures and programming practices.
Interface with cross-functional teams to ensure effective quality of all deliverables.
Solve complex customer queries/issues reported from the field with tight SLAs and drive customer satisfaction.
6+ years of experience as a Software Developer in networking, Layer 2 switching & Layer 3 routing.
Ability to work in a high pace environment.
Ability to work with a multisite based development team.
Experience in handling critical customers issues.
Familiarity and hands on experience with one or more of the following areas, C programming; Embedded Linux, BSD or any UNIX operating system, expertise in L2 switching/L3 routing.
Excellent knowledge in Vxlan, Multicast(IGMP/MLD), L3 Unicast, ACL, COS, xSTP, LACP.
Candidate must possess good oral and written communication skills, be highly self-motivated, possess a lot of drive to make things happen.
Candidate must have a strong record delivering software projects on-time and with high quality.
A Bachelor of Science Degree in Computer Science, Electrical /Electronics Engineering or a Master Degree, or a PhD; or equivalent experience is required.
Juniper Networks is enrolled in E-Verify® and will be participating in E-Verify in addition to our Form I-9 process. www.dhs.gov/E-Verify
Juniper Networks is an Equal Opportunity/Affirmative Action Employer.",Software Engineer 4,"Sunnyvale, CA",3.8,$2 to $5 billion (USD),-1,Telecommunications,5001 to 10000 employees,Company - Public,2020-04-16T17:26:05.014749,http://www.juniper.net/
"Cboe Global Markets
3.7",-1,1973,"Chicago, IL",Stock Exchanges,"Job Description


What We Do

We design, develop, deploy, and support real-time systems. We care deeply about system reliability, testability, recoverability, fault tolerance, throughput, and latency. We measure times in microseconds, sometimes even nanoseconds. Our engineers have a strong understanding of computer science fundamentals and software engineering. We are analytical thinkers. We are always learning our craft. If it’s broken, we fix it. If it needs refactoring, we refactor it. If it’s hard to test, we make it testable. We like statistics. We love automation. We are pragmatic. We ship code weekly. We’re looking for like-minded individuals to join us.

Requirements
Bachelor’s Degree, or equivalent experience, in Computer Science or a related field.
Strong knowledge of data structures and algorithms.
Experience with C++ or experience in another language with a strong desire to learn C++.
Experience with Linux or UNIX-like operating systems and knowledge of at least one scripting language.
Knowledge of network programming fundamentals preferred.
Experience with Hadoop and/or SQL desirable.
Self-directed, self-motivated.
Cboe Global Markets is an Equal Opportunity Employer. For more information, please click the following links:

Equal Employment Opportunity is The Law (in English)

Equal Employment Opportunity is The Law (in Spanish)
Equal Employment Opportunity is The Law (Supplement)

E-Verify Participation Poster (English)

E-Verify Participation Poster (Spanish)

Right to Work Poster (English)

Right to Work Poster (Spanish)","Software Engineer, Real Time","Lenexa, KS",3.7,$500 million to $1 billion (USD),-1,Finance,501 to 1000 employees,Company - Public,2020-04-16T17:26:05.014749,http://www.cboe.com/
"Whitney, Bradley and Brown
4.2","CACI International, SAIC, Leidos",1981,"Reston, VA",Consulting,"JOB TITLE: Systems Engineer- GPS

PROJECT OVERVIEW:

The Systems Engineer will support the Positioning, Navigation, and Timing (PNT) Program Office (PNT PO) with modernization of a variety of existing GPS receivers to meet existing DoD / civil mandates and DoD / national-level priorities. Specifically, the Systems Engineer will assist with planning, executing and controlling technical aspects of acquisition programs.

JOB DESCRIPTION AND RESPONSIBILITIES:

Responsible for providing technical acquisition management support services to ensure the effective and efficient delivery of GPS related acquisition services in support of the customers mission. Services include some or all of the following:
Assist with development of requirements, program strategies, statements of work and acquisition plan
Conducting engineering trade studies and technical analyses
Evaluating development/integration of modernized GPS systems onto Air Force platforms
Assessing civil and military mandates associated with Assured Position, Navigation, and Timing to ensure satisfaction of Govt requirements
Technical proposal review/analysis
REQUIRED SKILLS AND QUALIFICATIONS:

Security Clearance: Secret
Ability to obtain a Secret Clearance
Bachelors Degree in Engineering or relevant field
Experience with software-intensive electronic commodities
Knowledge of analog and digital circuits, systems design (HW and SW), and control theory design
Knowledge of applied electromagnetics, antennas, wave propagation, signal processing and encoding
Knowledge of aircraft avionics integration and communications bus structures
Modern Systems Engineering and Requirements Management processes (i.e. Model Based Systems Engineering, etc.)
DESIRED SKILLS AND QUALIFICATIONS:
Active Secret Clearance
10 years related program office engineering / acquisition experience
Experience with defense acquisition management processes as contained in the DoD 5000 series directives
Excellent communications skills, both written and verbally
Understanding of the OSD and USAF Acquisition organization
WORK LOCATION: Warner Robins, GA

TRAVEL: 5%

KEY WORDS: SPO, AFLCMC, GPS, Chief Engineer, Systems Integration

WBB is a technical and management consulting company that provides innovative products and services that solve government and commercial customers toughest problems. For more than 30 years, WBB has set the standard for excellence in consulting services, while providing its employees with an outstanding work environment with ample opportunities for growth and success. WBB continues to enjoy impressive growth, which is directly attributed to the companys hiring practice of always hiring the very best professionals from government, military and industry.

We are proud of our diverse environment and are an Equal Opportunity Employer. WBB is committed to a policy of equal employment opportunity. WBB participates in E-Verify.

WBB does not accept unsolicited resumes through or from search firms or staffing agencies. All unsolicited resumes will be considered the property of WBB and WBB will not be obligated to pay a placement fee.",Systems Engineer- GPS,"Warner Robins, GA",4.2,$100 to $500 million (USD),-1,Business Services,501 to 1000 employees,Company - Private,2020-04-16T17:26:05.014749,http://www.wbbinc.com/
"Crescent Electric Supply
3.4","Graybar, Border States",1919,"East Dubuque, IL",Wholesale,"The Application Engineer - Industrial Sales provides engineering, technical support, and training for automation and control related products and applications for both customers and employees.

PRIMARY DUTIES:
Responsible for providing comprehensive technical application assistance for a wide variety of customers in different types of industries (automotive, medical, light and heavy manufacturing).
Achieve assigned individual and Automation and Control sales goals and business objectives at key accounts.
Work with Crescent Account Managers to provide Customers with pre-sale and post-sale technical support for automation and control products.
Technical contact for our Automation and Control Vendors in assigned territory.
Be a technical resource for customers and Crescent employees.
Responsible for launching new Automation and Control products to sales personnel within the assigned territory. This includes product training, competency with demo equipment, and sales collateral.
Actively participate in local trade shows, customer seminars, and other local branch promotions as a way to increase customer awareness of Automation and Control product capabilities.
Ensure that demos, literature, and other sales collateral material related to Automation and Control products and software are up to date and available in sufficient supply to support the needs in assigned territory.
Ensure the general sales force (inside and outside) has a base level of Automation and Control products and systems expertise necessary to support daily sales activity. Implement local training programs to address areas of need.
Participate in required training and programs for our Automation and Control Vendors.
Provide feedback to the Director – Industrial regarding technical and commercial information, new products, and promotions.
QUALIFICATIONS:
Two years of minimum experience with Industrial Automation and Control products (Drives, PLC’s, HMI, Networking, Sensors, Motor Control, Vision) and in automation and control system design.
Current knowledge as it relates to Automation, Control, and IoT products and solutions.
Experience using AutoCAD for panel layout and electrical design.
Display a high level of critical thinking in bringing successful resolution to high-impact, complex, and/or cross-functional automation and control problems.
Bachelor's degree in engineering from four-year college or university; or two year technical degree with minimum of 5 years of appropriate industry experience; or one to two years related experience and/or training; or equivalent combination of education and experience.
Must be able to travel up to 50% of the time.
Family Owned. Culture of Quality. Opportunities to Advance.

Crescent Electric offers a caring and supportive environment where employees are provided with the resources and support of a large company. Quality is a way of life at Crescent. Over the last 100 years, we’ve made every effort to continuously improve and grow as a team. As one of the largest electrical distributors in the United States, Crescent Electric has over 160 locations from coast to coast with a variety of career avenues you could pursue.

Want to learn more about who we are and what we do?

Check out our career overview videos on our YouTube playlist at http://bit.ly/2cVXeXn

Crescent is an Equal Opportunity Employer:

We are committed to a diverse workforce. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability.

Candidates are subject to assessments, Motor Vehicle record review, criminal background checks, credit and references check, and a post-offer drug screen.",Application Engineer - Industrial Sales,"Oxford, NC",3.4,$1 to $2 billion (USD),-1,Business Services,1001 to 5000 employees,Company - Private,2020-04-16T17:26:05.014749,http://www.cesco.com/
"MemSQL
4.4","Snowflake, DataStax, MapR Technologies",2011,"San Francisco, CA",Enterprise Software & Network Solutions,"About the Position

We want MemSQL to be the first name people think about when they think of high-performance databases. As a Performance Engineer, you own the end-to-end performance of our database engine. There is no task too small or challenge too complex. You know how to apply your skills to a variety of performance-related problems and solve them as a Performance Engineer would—very quickly.

Responsibilities

As a Performance Engineer, you will be leading the efforts to ensure the performance of our product. You will participate in design meetings to vet next-generation features and architectures. Daily you will improve, run, debug, and maintain the performance testing infrastructure. You will be able to deep-dive into code in order to find and fix performance bottlenecks you or our customers identify. As a performance expert, you will work with our support team to help diagnose customer performance issues and provide insights for customer capacity planning. In addition to standard TPC benchmarks, you will design and run other comprehensive benchmarks. You will communicate your findings within engineering regularly and periodically publish results to our blog.

Your Background

You are experienced, with 3+ years of performance engineering in our industry, and have formal training, such as a Computer Science or a related degree, or equivalent professional experience. You love working with data and to ship new features that perform beyond expectations. You can work independently and lead performance initiatives on the database engine. You have experience with a ""systems"" product (file systems, storage systems, databases, operating systems, hypervisors, or networking) and experience with C/C++, especially with debugging C/C++ codebases for performance issues.

Desired Skills and Experience

Success in this role requires strong database skills (SQL) and systems administration experience in UNIX, preferably Linux. Experience with clustered/distributed systems, including deployments on ""cloud"" infrastructure such as AWS is a plus.

About MemSQL

MemSQL delivers the leading database platform for real-time analytics. Global enterprises use MemSQL to achieve peak performance and optimize data efficiency. With the combined power of database, data warehouse, and streaming workloads in one system, MemSQL helps companies anticipate problems before they occur, turn insights into actions, and stay relevant in a rapidly changing world.

MemSQL was ranked the #1 Operational Data Warehouse by Gartner, topping a list of 19 vendors, and is featured in both the Gartner Database and Data Warehouse Magic Quadrants. Our customers include Comcast, Kellogg, Pinterest, Akamai, Samsung, Dell/EMC, and Pandora. Our investors include Accel Partners, Khosla Ventures, In-Q-Tel, First Round Capital, IA Ventures and Data Center Collective, and we've raised nearly $100 million to date.

Consistent with our commitment to diversity & inclusion, we value individuals with the ability to work on diverse teams and with a diverse range of people.

To all recruitment agencies: MemSQL does not accept agency resumes. Please do not forward resumes to MemSQL employees. MemSQL is not responsible for any fees related to unsolicited resumes and will not pay fees to any third-party agency or company that does not have a signed agreement with the Company.","Senior Software Engineer, Performance","Seattle, WA",4.4,Unknown / Non-Applicable,-1,Information Technology,51 to 200 employees,Company - Private,2020-04-16T17:26:05.014749,http://www.memsql.com/
"Homes.com
4.2","Zillow, Trulia, Realtor.com",1998,"Norfolk, VA",Real Estate,"Description

Position at Homes.com

Homes.com, a division of Dominion Enterprises, is looking for a Software Engineer in Tallahassee, FL to join our team of IT professionals. You'll be working with our back-end data systems to support and grow our premier real estate portal. You'll participate in technical research, software development, and bring your own ideas to the table to help keep us innovating.

Responsibilities:
Own the data pipeline and help us build real estate data loading solutions for millions of listings
Thrive on challenges like parallelization, performance optimization and scalability
Requirements:
2+ years of Python or Perl coding experience (Ruby, C++ or Java acceptable, but you'll need to learn)
1+ years of working with SQL and relational database systems such as Oracle or MySQL
Proficiency in a Linux/Unix environment
Great communication skills
BS or MS in computer science or a related field
Helpful:
Experience with large data set manipulation
Experience with MongoDB or other NOSQL databases
Experience with Apache Solr or other search platforms
Experience coding in PL/SQL or other procedural database languages
Experience with JavaScript
Experience with Linux shell scripting
About Homes.com

Homes.com offers today's demanding home buyers, renters and those somewhere in between a simply smarter home search. With features like Homes.com Match, HomeShare and Snap & Search, homeshoppers now have a more personalized way to search for their next home. Since its launch over 25 years ago, Homes.com offers real estate professionals brand and property advertising, search engine marketing and instant response lead generation to help them succeed online. For more information, visit Homes.com.

About DE

Dominion Enterprises (DE) is a leading digital marketing and software services company offering client solutions across multiple business verticals. Our customers rely on our B2B cloud SaaS solutions to establish their online and mobile brands, generate leads, and manage customer relationships through our Homes.com, Dominion Dealer Solutions, Dominion Business Solutions / DX1, Travel Media and Franchise and Business Opportunity divisions. Our B2C web and mobile applications include Homes.com, HotelCoupons.com, FranchiseOpportunities.com, FranchiseGator.com, Franchise.com, and BusinessBroker.net. About 2,000 employees reside and work in our Norfolk, VA home office and in offices across the U.S. Our employees will tell you about our collaborative, innovative, team-oriented work environment, excellent career enrichment opportunities, community service opportunities, competitive earnings, and a comprehensive benefits package that includes a generous 401(k). DE is an equal opportunity employer and supports a diverse workforce. DE is a drug-testing employer.",Software Engineer,"Tallahassee, FL",4.2,$50 to $100 million (USD),-1,Real Estate,201 to 500 employees,Company - Private,2020-04-16T17:23:41.338718,http://www.homes.com/
"Avalonbay Communities
4.2","Equity Residential, UDR, Essex Property Trust",1998,"Arlington, VA",Real Estate,"Job Type: Exempt
State::VA City:Arlington
Brand:Corporate

Overview
AvalonBay is proud to be named one of Glassdoor's Best Places to Work in 2019!

We are looking for a bright and passionate Software Engineer to be a member of AvalonBays Customer Release Train. Do you have a passion for creating compelling and meaningful digital experiences? Are you a champion for the best customer experience? Are you a creative problem-solver and communicator? Do you want to help lead the transformation of a company and an industry? If youre a resounding yes, we want to talk to you.

ABOUT AVALONBAY DIGITAL SQUAD
At AvalonBay, weve embarked on a digital initiative to enhance the way we serve our customers. Were transforming the way customers experience AvalonBay with an approach rooted in design thinking and enabled by agile methodology. The cross-functional team, based out of our corporate headquarters in Arlington, Virginia, will be empowered to act and iterate to get value to customers as frequently as possible. We will leverage exciting technologies, such as AI and modern cloud-based technology, transforming an enterprise environment from within. Ultimately, were championing our organizations core values - a Commitment to Integrity, a Spirit of Caring and a Focus on Continuous Improvement. And were looking for leaders to join our team!
The Role
OVERVIEW

As an entry-level software engineer, you will understand the needs of various stakeholders and customers and translate them into clean, scalable, easy-to-maintain code. The ideal candidate will possess a unique blend of technical savvy, strategic thinking, and customer management skills.

This team member will be advocating for the implementation & utilization of best practices, and by approaching complex and/or difficult situations with a positive, solutions-driven mindset. Youll work on everything from customer-facing web applications to highly-available RESTful services, to back-end C# based systems.

WHAT YOULL DO
Work within a small team, collaborating with your colleagues to conceptualize, build and ship impactful features
Approach development from the perspective of the end-user and consistently look to identify areas where the customer experience can be improved
Mentor, educate and support those around you, as well as other web developers within the company
Working within and across Agile teams to design, develop, test, implement, and support technical solutions across a full stack of development tools and technologies
Continuously improving software engineering practices
Building business capabilities on the cloud with Amazon Web Services (AWS)
Working on application programming interfaces and building out microservices
Providing enhancements and support to current web services
Encouraging innovation, implementation of cutting-edge technologies, inclusion, outside-of-the-box thinking, teamwork, self-organization, and diversity
You Have...
Basic Qualifications
Bachelors Degree or military experience
Preferred Qualifications
1+ years of experience with React.js, HTML, CSS, Web APIs and other core Web technology concepts
1+ years of Agile engineering experience
1+ years of experience with Cloud computing (AWS)
1+ years experience with DevOps
Experience and passion for building complex, performant, responsive, accessible and beautiful web experiences that are well-tested, documented and monitored
UX design experience
How AvalonBay Supports You
We know that our teams are the heart of our success and were committed to showing our appreciation.
We offer:
Comprehensive benefits health, dental & vision, 401(k) with company match, paid vacation and holidays, tuition reimbursement, an employee stock purchase plan and more!
Growth based on achievement and promotion from within.
Associate recognition (a company-wide recognition program that celebrates associate efforts and successes in contributing to the overall success of the organization including destination awards, AvalonBays Very Best recognition program and others!).
A 20% discount on our incredible apartment homes.
A culture built on purpose and our core values -a Commitment to Integrity, a Spirit of Caring, and a Focus on Continuous Improvement.
Additional Info
AvalonBay is proud to be an equal opportunity employer and is committed to an inclusive and diverse work environment free of discrimination and harassment. We believe that in order to achieve our purpose of creating a better way to live, we must recruit, develop and retain associates with a wide range of backgrounds, experiences and perspectives and create an environment that encourages all voices to be heard, understood and appreciated. With this we know we can do great things.

AvalonBay will consider for employment qualified applicants with criminal histories in a manner consistent with requirements under the law.",Software Engineer,"Arlington, VA",4.2,$2 to $5 billion (USD),-1,Real Estate,1001 to 5000 employees,Company - Public,2020-04-16T17:23:41.338718,http://www.avaloncommunities.com/
