URI,URILabel,comURI
http://www.wikidata.org/entity/Q30283507,NanoComposix (United States),
http://www.wikidata.org/entity/Q30290999,Nanocopoeia (United States),
http://www.wikidata.org/entity/Q64142096,NanoCor Therapeutics (United States),http://www.nanocortherapeutics.com/
http://www.wikidata.org/entity/Q30265538,NanoCytomics (United States),http://nano-cytomics.com/
http://www.wikidata.org/entity/Q30291000,Nanofiber Solutions (United States),
http://www.wikidata.org/entity/Q30264105,NanoFlex Power (United States),http://www.nanoflexpower.com/
http://www.wikidata.org/entity/Q59535865,Nanogen (United States),https://www.nanogen.com
http://www.wikidata.org/entity/Q64142578,NanoGraf (United States),https://nanograf.com
http://www.wikidata.org/entity/Q30291004,NanoGriptech (United States),
http://www.wikidata.org/entity/Q30291005,Nanohmics (United States),
http://www.wikidata.org/entity/Q50039389,NanoHybrids (United States),https://nanohybrids.net/
http://www.wikidata.org/entity/Q6963959,NanoIntegris,http://www.nanointegris.com/
http://www.wikidata.org/entity/Q30291008,NanoIntegris (United States),
http://www.wikidata.org/entity/Q30298300,NanoLab (United States),http://www.nano-lab.com/
http://www.wikidata.org/entity/Q6963960,NanoLumens,
http://www.wikidata.org/entity/Q64142097,nanoMAG (United States),https://nanomag.us/
http://www.wikidata.org/entity/Q30283511,Nanomaterials & Nanofabrication Laboratories (United States),http://www.nn-labs.com/
http://www.wikidata.org/entity/Q30253612,Nanomaterials Research,http://www3.nrcorp.com/
http://www.wikidata.org/entity/Q30283514,NanoMech (United States),
http://www.wikidata.org/entity/Q30288009,NanoMed Targeting Systems (United States),
http://www.wikidata.org/entity/Q30265540,NanoMedica (United States),http://www.nanomedica.com/
http://www.wikidata.org/entity/Q77082812,NanoMedical Systems (United States),http://nanomedsys.com/
http://www.wikidata.org/entity/Q30291016,NanoMEMS Research (United States),
http://www.wikidata.org/entity/Q30288025,Nanometics (United States),
http://www.wikidata.org/entity/Q30283516,Nanomix (United States),
http://www.wikidata.org/entity/Q30291021,Nanonex (United States),
http://www.wikidata.org/entity/Q30291022,Nanoparticle BioChem (United States),
http://www.wikidata.org/entity/Q30298308,Nanophase Technologies (United States),http://nanophase.com/
http://www.wikidata.org/entity/Q30260602,NanoPhotonica (United States),http://nanophotonica.com/
http://www.wikidata.org/entity/Q30265664,nanoPrecision Products (United States),http://nanoprecision.com/
http://www.wikidata.org/entity/Q30253452,Nanoprobes (United States),http://www.nanoprobes.com/
http://www.wikidata.org/entity/Q30283517,Nanoptics (United States),https://www.nanoptics.com/
http://www.wikidata.org/entity/Q6963965,NanoRacks,http://nanoracks.com/
http://www.wikidata.org/entity/Q64142101,NanoRidge (United States),http://nanoridge.com/
http://www.wikidata.org/entity/Q6963967,NanoScale Corporation,http://www.NanoScaleCorp.com
http://www.wikidata.org/entity/Q64142106,NanoSD (United States),https://www.nanosdinc.com/
http://www.wikidata.org/entity/Q64142108,Nanoshell Company (United States),http://www.nanoshellcompany.com/
http://www.wikidata.org/entity/Q30283522,NanoSonic (United States),http://www.nanosonic.com/
http://www.wikidata.org/entity/Q30283523,Nanospectra Biosciences (United States),http://nanospectra.com/
http://www.wikidata.org/entity/Q30283524,Nanosphere (United States),
http://www.wikidata.org/entity/Q6963969,NanoString Technologies,http://www.nanostring.com
http://www.wikidata.org/entity/Q30260605,Nanosyn (United States),http://www.nanosyn.com/
http://www.wikidata.org/entity/Q30265666,NanoSynTex (United States),http://www.nst-testing.com/
http://www.wikidata.org/entity/Q43895813,NanoSynth Materials and Sensors (United States),http://nano-synth-sensors.com/
http://www.wikidata.org/entity/Q3870175,Nanosys,http://www.nanosysinc.com/
http://www.wikidata.org/entity/Q30283527,Nanosys (United States),
http://www.wikidata.org/entity/Q30291028,NanoTechLabs (United States),
http://www.wikidata.org/entity/Q30298663,NanoTechRanch (United States),http://www.nanoranch.com/
http://www.wikidata.org/entity/Q30283528,Nanotek Instruments (United States),
http://www.wikidata.org/entity/Q19604461,Nanotherapeutics,http://www.nanotherapeutics.com/
http://www.wikidata.org/entity/Q30298312,Nanotrons (United States),http://www.nanotrons.com/
http://www.wikidata.org/entity/Q30291030,Nanova Biomaterials (United States),
http://www.wikidata.org/entity/Q64142115,NanoVector (United States),http://nanovectorinc.com/
http://www.wikidata.org/entity/Q30291033,NanoVir (United States),
http://www.wikidata.org/entity/Q30288029,Nanovis (United States),
http://www.wikidata.org/entity/Q30291034,NanoWave (United States),
http://www.wikidata.org/entity/Q6964290,Nantahala Outdoor Center,https://noc.com/
http://www.wikidata.org/entity/Q3870183,Nantero,http://www.nantero.com
http://www.wikidata.org/entity/Q19598104,NantHealth,http://nanthealth.com
http://www.wikidata.org/entity/Q17114124,"Napco Security Technologies, Inc.",http://www.napcosecurity.com/
http://www.wikidata.org/entity/Q30287660,Napo Pharmaceuticals (United States),
http://www.wikidata.org/entity/Q30283542,Naprogenix (United States),http://www.naprogenix.com/
http://www.wikidata.org/entity/Q30291045,Narco Freedom (United States),http://www.narcofreedom.com/
http://www.wikidata.org/entity/Q6966165,Narragansett Brewing Company,http://www.narragansettbeer.com/
http://www.wikidata.org/entity/Q233929,NASCAR,http://www.nascar.com
http://www.wikidata.org/entity/Q30291052,Nasfine Photonics (United States),
http://www.wikidata.org/entity/Q6966781,Nash Entertainment,
http://www.wikidata.org/entity/Q1081459,Nash Motors,
http://www.wikidata.org/entity/Q176629,Nash-Kelvinator Corporation,
http://www.wikidata.org/entity/Q6966903,Nashua Corporation,http://www.nashua.com/
http://www.wikidata.org/entity/Q90836752,Nassau Financial Group,https://nsre.com/
http://www.wikidata.org/entity/Q6967746,Nasty Gal,http://www.nastygal.com
http://www.wikidata.org/entity/Q6968584,Natcom Bancshares,
http://www.wikidata.org/entity/Q18151687,Natel Engineering,
http://www.wikidata.org/entity/Q30256747,Natera (United States),
http://www.wikidata.org/entity/Q6968763,Naterra,http://www.naterra.com/
http://www.wikidata.org/entity/Q6970303,National Alliance for Youth Sports,http://www.nays.org/
http://www.wikidata.org/entity/Q6970348,National Amusement Devices,
http://www.wikidata.org/entity/Q645615,National Association of Underwater Instructors,
http://www.wikidata.org/entity/Q6971166,National Business Aviation Association,
http://www.wikidata.org/entity/Q6971276,National Career Fairs,http://www.nationalcareerfairs.com/
http://www.wikidata.org/entity/Q6971346,National Center for Law and Economic Justice,http://www.nclej.org
http://www.wikidata.org/entity/Q4045073,National City Corp.,
http://www.wikidata.org/entity/Q6971506,National City Lines,
http://www.wikidata.org/entity/Q17082577,National Convenience Stores,
http://www.wikidata.org/entity/Q6971858,National Cordage Company,
http://www.wikidata.org/entity/Q6971886,National Council for International Visitors,http://www.globaltiesus.org/
http://www.wikidata.org/entity/Q6971172,National CSS,
http://www.wikidata.org/entity/Q6972407,National Electrostatics Corporation,
http://www.wikidata.org/entity/Q392307,National Entertainment Collectibles Association,http://www.necaonline.com
http://www.wikidata.org/entity/Q18477363,National Film Corporation of America,
http://www.wikidata.org/entity/Q6972672,National Finance Center,https://www.nfc.usda.gov/
http://www.wikidata.org/entity/Q63419660,National Forest Service Library,https://www.fs.fed.us/library/
http://www.wikidata.org/entity/Q5513694,National General Insurance,https://www.nationalgeneral.com/
http://www.wikidata.org/entity/Q57155167,National Geographic Partners,https://www.nationalgeographicpartners.com/
http://www.wikidata.org/entity/Q30338180,National Grid (United States),https://www.nationalgridus.com/Business-Partners/
http://www.wikidata.org/entity/Q6973482,National Income Life Insurance Company,http://www.nilife.com
http://www.wikidata.org/entity/Q1544413,National Instruments,http://www.ni.com/
http://www.wikidata.org/entity/Q3869538,National Investigations Committee On Aerial Phenomena,http://www.nicap.org
http://www.wikidata.org/entity/Q6974184,National Life Group,http://www.nationallifegroup.com
http://www.wikidata.org/entity/Q6974262,National Marrow Donor Program,https://bethematchclinical.org/
http://www.wikidata.org/entity/Q1967466,National Motor Vehicle Company,
http://www.wikidata.org/entity/Q6974593,National NuGrape Company,
http://www.wikidata.org/entity/Q1817417,National Oilwell Varco,http://www.nov.com/
http://www.wikidata.org/entity/Q6975043,National Presto Industries,http://www.gopresto.com/
http://www.wikidata.org/entity/Q6975162,National Radio Company,
http://www.wikidata.org/entity/Q18379577,National Radium Institute,
http://www.wikidata.org/entity/Q18379583,National Record Mart,
http://www.wikidata.org/entity/Q30283664,National Recovery Technologies (United States),
http://www.wikidata.org/entity/Q6978041,"National Research Associates, Inc",
http://www.wikidata.org/entity/Q3336931,National Reso-Phonic Guitars,http://www.nationalguitars.com
http://www.wikidata.org/entity/Q6978225,National Safety Council,http://www.nsc.org/
http://www.wikidata.org/entity/Q30266640,National Security Technologies (United States),http://www2.nstec.com/Pages/index.aspx
http://www.wikidata.org/entity/Q432492,National Semiconductor,http://www.national.com
http://www.wikidata.org/entity/Q17082666,National Software,https://www.1099fire.com/
http://www.wikidata.org/entity/Q6972761,National Speech and Debate Association,http://www.speechanddebate.org/
http://www.wikidata.org/entity/Q6972761,National Speech and Debate Association,https://www.speechanddebate.org/
http://www.wikidata.org/entity/Q6978703,National Steel and Shipbuilding Company,http://www.nassco.com
http://www.wikidata.org/entity/Q3336947,National String Instrument Corporation,
http://www.wikidata.org/entity/Q6979057,National UFO Reporting Center,http://www.nuforc.org/index.html
http://www.wikidata.org/entity/Q6979062,National Underclassmen Combine,http://www.nucsports.com
http://www.wikidata.org/entity/Q6979332,National Vulcanized Fiber,http://www.nvf.com/
http://www.wikidata.org/entity/Q4045074,National Western Life,https://www.nationalwesternlife.com
http://www.wikidata.org/entity/Q1068680,National Wrestling Alliance,https://www.nationalwrestlingalliance.com/
http://www.wikidata.org/entity/Q30274425,NationalRad (United States),http://nationalrad.com/
http://www.wikidata.org/entity/Q17137639,NationBuilder,http://nationbuilder.com/
http://www.wikidata.org/entity/Q3337010,NationsBank,http://www.nationsbank.com
http://www.wikidata.org/entity/Q17082682,Nationwide Asset Services,http://www.nationwideasset.com/
http://www.wikidata.org/entity/Q17110934,Nationwide Communications,
http://www.wikidata.org/entity/Q6979886,Nationwide Mutual Insurance Company,https://www.nationwide.com/
http://www.wikidata.org/entity/Q30288080,Native American Cancer Initiatives (United States),http://www.natamcancerinitiatives.org/
http://www.wikidata.org/entity/Q6979949,Native American Services Corp.,http://www.nascousa.com/
http://www.wikidata.org/entity/Q64142144,Native American Technologies (United States),http://www.natech-inc.com/index.htm
http://www.wikidata.org/entity/Q15109912,Natural Alternatives International,http://www.nai-online.com
http://www.wikidata.org/entity/Q6980434,Natural Balance Pet Foods,http://naturalbalanceinc.com/
http://www.wikidata.org/entity/Q30283688,Natural Pharmacia International (United States),http://www.natural-pharma.com/
http://www.wikidata.org/entity/Q64142148,Natural Process Design (United States),http://www.naturalprocessdesign.com/
http://www.wikidata.org/entity/Q30283689,Natural Selection (United States),http://www.natural-selection.com/
http://www.wikidata.org/entity/Q6980838,"Naturally Fresh, Inc.",http://www.naturallyfresh.com/
http://www.wikidata.org/entity/Q30283690,Nature Technology Corporation (United States),
http://www.wikidata.org/entity/Q23661669,Nature Valley,https://www.naturevalley.com/
http://www.wikidata.org/entity/Q6980874,NatureWorks,http://www.natureworksllc.com/
http://www.wikidata.org/entity/Q30284228,Natus (United States),
http://www.wikidata.org/entity/Q6981060,Nau,https://www.nau.com
http://www.wikidata.org/entity/Q6981479,Nautica,http://www.nautica.com/
http://www.wikidata.org/entity/Q63974228,Navasota Energy,http://navasotaenergy.com
http://www.wikidata.org/entity/Q30290789,Navidea Biopharmaceuticals (United States),
http://www.wikidata.org/entity/Q19903490,Navient,https://www.navient.com/
http://www.wikidata.org/entity/Q30283699,Navigen (United States),http://navigenpharma.com/
http://www.wikidata.org/entity/Q1647785,Navigenics,
http://www.wikidata.org/entity/Q64142448,naviHealth (United States),https://www.navihealth.com/
http://www.wikidata.org/entity/Q17109656,Navilyst Medical,
http://www.wikidata.org/entity/Q64142161,Navitas Systems (United States),https://www.navitassys.com/
http://www.wikidata.org/entity/Q17152420,Navizon,http://www.navizon.com
http://www.wikidata.org/entity/Q30292187,Navsys (United States),http://www.navsys.com/
http://www.wikidata.org/entity/Q1972420,Navteq,http://www.navteq.com
http://www.wikidata.org/entity/Q6952626,NAVV,http://www.navvgps.com/
http://www.wikidata.org/entity/Q6982632,Navy Federal Credit Union,https://www.navyfederal.org/
http://www.wikidata.org/entity/Q17108324,NavyArmy Community Credit Union,http://www.navyarmyccu.com/
http://www.wikidata.org/entity/Q3334253,NBBJ,http://www.nbbj.com/
http://www.wikidata.org/entity/Q58037172,NBC Red Network,
http://www.wikidata.org/entity/Q724759,NBCUniversal,http://www.nbcuniversal.com/
http://www.wikidata.org/entity/Q6952747,NBCUniversal Cable Entertainment Group,
http://www.wikidata.org/entity/Q9048317,NBCUniversal Television Group,
http://www.wikidata.org/entity/Q41568629,NBD Nanotechnologies (United States),http://nbdnano.com/
http://www.wikidata.org/entity/Q30290800,NBE Tech (United States),
http://www.wikidata.org/entity/Q6952813,NBG Radio Network,
http://www.wikidata.org/entity/Q6952868,NBT Bank,http://www.nbtbank.com/
http://www.wikidata.org/entity/Q1959947,NBTY,http://www.nbty.com
http://www.wikidata.org/entity/Q16982478,NCI Building Systems,http://www.ncilp.com
http://www.wikidata.org/entity/Q30298124,NCI Information Systems (United States),http://www.nciinc.com/
http://www.wikidata.org/entity/Q4259862,NComputing,http://www.ncomputing.com
http://www.wikidata.org/entity/Q1051819,nCUBE,
http://www.wikidata.org/entity/Q64142093,NDE Technologies (United States),http://www.ndetechnologies.com/
http://www.wikidata.org/entity/Q30298318,NDI Engineering Company (United States),http://www.ndieng.com/
http://www.wikidata.org/entity/Q30284002,NDI Group (United States),
http://www.wikidata.org/entity/Q6983958,Neace Lukens,http://www.assuredptrnl.com/
http://www.wikidata.org/entity/Q6984034,Neal-Schuman Publishers,http://www.neal-schuman.com/
http://www.wikidata.org/entity/Q30298321,Near Earth Autonomy (United States),http://www.nearearth.aero/
http://www.wikidata.org/entity/Q26871085,Nebraska Home Appliance,http://nhaparts.com
http://www.wikidata.org/entity/Q16955462,NEC Corporation of America,http://www.necam.com/
http://www.wikidata.org/entity/Q6985383,Necco,http://www.necco.com/
http://www.wikidata.org/entity/Q28407660,"Nedved Media, LLC",http://www.1490korn.com/
http://www.wikidata.org/entity/Q56527497,"Neenah, Inc.",https://www.neenah.com
http://www.wikidata.org/entity/Q64142606,Nehemiah Security (United States),https://nehemiahsecurity.com/
http://www.wikidata.org/entity/Q30283722,NEI Corporation (United States),http://www.neicorporation.com/
http://www.wikidata.org/entity/Q6987999,NeighborCity,http://www.neighborcity.com/
http://www.wikidata.org/entity/Q6988011,Neighborhood Bike Works,http://www.neighborhoodbikeworks.org
http://www.wikidata.org/entity/Q20909593,Neighborly,
http://www.wikidata.org/entity/Q75764855,Neighborly,https://www.neighborlybrands.com/
http://www.wikidata.org/entity/Q6988001,NeighborWorks America,http://www.nw.org
http://www.wikidata.org/entity/Q743497,Neiman Marcus,http://www.neimanmarcus.com
http://www.wikidata.org/entity/Q6989645,Neisner's,
http://www.wikidata.org/entity/Q6990206,Nello L. Teer Company,http://www.nelloteer.com
http://www.wikidata.org/entity/Q6990233,Nelly Don,
http://www.wikidata.org/entity/Q30298259,Nelson Engineering (United States),http://nelsonengrco.com/
http://www.wikidata.org/entity/Q17042612,Nelsonic Industries,
http://www.wikidata.org/entity/Q30260595,Nema Research (United States),http://www.nema.net/
http://www.wikidata.org/entity/Q6953491,NEMCO-Jay Robinson Racing,
http://www.wikidata.org/entity/Q30290832,Nemucore Medical Innovations (United States),http://www.nemucore.com/
http://www.wikidata.org/entity/Q30283725,Neocera (United States),http://www.neocera.com/
http://www.wikidata.org/entity/Q30283731,NeoClone (United States),
http://www.wikidata.org/entity/Q30290838,NeoCytex Biopharma (United States),
http://www.wikidata.org/entity/Q16955599,NeoEdge Networks,
http://www.wikidata.org/entity/Q30290839,Neogen (United States),
http://www.wikidata.org/entity/Q48976818,NeoGenomics,http://neogenomics.com/
http://www.wikidata.org/entity/Q77082821,NeoMatrix Therapeutics (United States),https://www.neomatrixtx.com/
http://www.wikidata.org/entity/Q6994296,Neoware,http://www.neoware.com/
http://www.wikidata.org/entity/Q17110982,NERAC,http://www.nerac.com/
http://www.wikidata.org/entity/Q17015476,NERCO,
http://www.wikidata.org/entity/Q18151749,Nerdist Industries,http://nerdist.com
http://www.wikidata.org/entity/Q1891883,Nerf,http://www.nerf.com
http://www.wikidata.org/entity/Q6996410,Nerjyzed Entertainment,http://www.nerjyzed.com
http://www.wikidata.org/entity/Q30265434,NĒRx BioSciences (United States),http://www.nerxbiosciences.com/
http://www.wikidata.org/entity/Q30290855,Nesch (United States),
http://www.wikidata.org/entity/Q30283757,Nesher Technologies (United States),
http://www.wikidata.org/entity/Q30338234,Nestlé (United States),http://www.nestleusa.com/
http://www.wikidata.org/entity/Q45132270,Nestlé Health Science,
http://www.wikidata.org/entity/Q6998378,Net Daemons Associates,
http://www.wikidata.org/entity/Q30298267,Net Squared (United States),http://www.netsq.com/
http://www.wikidata.org/entity/Q64590589,NET10 Wireless,https://www.net10wireless.com/
http://www.wikidata.org/entity/Q727883,NetApp,http://www.netapp.com/
http://www.wikidata.org/entity/Q17091465,"NetBase Solutions, Inc.",http://www.netbase.com/
http://www.wikidata.org/entity/Q4045242,Netcracker Technology,http://www.Netcracker.com/
http://www.wikidata.org/entity/Q6998215,NetDocuments,
http://www.wikidata.org/entity/Q64142975,NetDragon (United States),http://www.netdragon.com
http://www.wikidata.org/entity/Q30292170,NETE (United States),
http://www.wikidata.org/entity/Q979690,Netgear,https://www.netgear.com/
http://www.wikidata.org/entity/Q979690,Netgear,https://www.netgear.fr/
http://www.wikidata.org/entity/Q979690,Netgear,https://www.netgear.co.uk
http://www.wikidata.org/entity/Q56102498,Netlify,https://www.netlify.com
http://www.wikidata.org/entity/Q41295120,Netlodge,http://www.netlodge.net/
http://www.wikidata.org/entity/Q6998273,NetManage,
http://www.wikidata.org/entity/Q3338495,NetMotion Wireless,http://www.netmotionwireless.com
http://www.wikidata.org/entity/Q6998286,NetObjects,http://www.netobjects.com/
http://www.wikidata.org/entity/Q6999882,Netpulse,
http://www.wikidata.org/entity/Q30288196,Netronix (United States),
http://www.wikidata.org/entity/Q30266606,Netsil (United States),http://netsil.com/
http://www.wikidata.org/entity/Q17082991,"Netskope, Inc",http://www.netskope.com/
http://www.wikidata.org/entity/Q30256606,Netsmart Technologies (United States),
http://www.wikidata.org/entity/Q4045248,NetSuite,http://www.netsuite.com/
http://www.wikidata.org/entity/Q16955786,Netter Digital,
http://www.wikidata.org/entity/Q17083018,Network Automation,http://www.networkautomation.com
http://www.wikidata.org/entity/Q30283739,Network Biosystems (United States),
http://www.wikidata.org/entity/Q4045257,Network Computing Devices,
http://www.wikidata.org/entity/Q30283742,Network Dynamics Incorporation (United States),
http://www.wikidata.org/entity/Q7000831,Network For Teaching Entrepreneurship,https://www.nfte.com/
http://www.wikidata.org/entity/Q30298273,Network Sensing Technologies (United States),http://www.net-sensing.com/
http://www.wikidata.org/entity/Q30281313,Network technologies incorporated (United States),
http://www.wikidata.org/entity/Q30298018,Netzsch (United States),https://www.netzsch.com/en/
http://www.wikidata.org/entity/Q1851010,Neuberger Berman,http://www.nb.com
http://www.wikidata.org/entity/Q56583173,NeuMed (United States),http://www.neumedinc.com/
http://www.wikidata.org/entity/Q30290895,Neumedicines (United States),
http://www.wikidata.org/entity/Q30288202,NeurAccel Biosciences (United States),
http://www.wikidata.org/entity/Q64142110,Neural Analytics (United States),https://neuralanalytics.com/
http://www.wikidata.org/entity/Q30283749,Neural Signals (United States),
http://www.wikidata.org/entity/Q29043471,Neuralink,https://neuralink.com
http://www.wikidata.org/entity/Q43895825,NeuraMedica (United States),http://neuramedica.us/
http://www.wikidata.org/entity/Q30288205,NeuRho Farmaceutica (United States),
http://www.wikidata.org/entity/Q30281306,Neuro Device Innovations (United States),http://ndimedical.com/
http://www.wikidata.org/entity/Q30290897,Neuro Kinetics (United States),
http://www.wikidata.org/entity/Q30283760,Neurobehavioral Research (United States),
http://www.wikidata.org/entity/Q30283761,NeuroBioTex (United States),
http://www.wikidata.org/entity/Q30253470,NeuroComp Systems,http://neurocomp.com/
http://www.wikidata.org/entity/Q7002174,Neurocrine Biosciences,http://www.neurocrine.com/
http://www.wikidata.org/entity/Q7002105,NeuroDimension,http://www.nd.com/
http://www.wikidata.org/entity/Q30283766,NeuroDx Development (United States),
http://www.wikidata.org/entity/Q90571039,NeuroEM Therapeutics (United States),https://neuroem.com/
http://www.wikidata.org/entity/Q64142130,NeuroGenetic Pharmaceuticals (United States),http://neurogeneticpharmaceuticals.com/
http://www.wikidata.org/entity/Q30288217,NeuroHealing Pharmaceuticals (United States),
http://www.wikidata.org/entity/Q30283767,NeuroInDx (United States),
http://www.wikidata.org/entity/Q30288220,Neurolixis (United States),
http://www.wikidata.org/entity/Q30290914,Neuromorphometrics (United States),
http://www.wikidata.org/entity/Q30288239,NeuroNascent (United States),
http://www.wikidata.org/entity/Q30283770,NeuroNexus (United States),
http://www.wikidata.org/entity/Q30283771,NeurOp (United States),
http://www.wikidata.org/entity/Q30281281,Neuros Medical (United States),http://www.neurosmedical.com/
http://www.wikidata.org/entity/Q3875063,Neuros Technology,http://www.neurostechnology.com/
http://www.wikidata.org/entity/Q30283779,Neuroscript (United States),
http://www.wikidata.org/entity/Q30290922,NeuroSigma (United States),
http://www.wikidata.org/entity/Q64142134,Neurotargeting (United States),http://www.neurotargeting.com/
http://www.wikidata.org/entity/Q30288265,Neurotez (United States),
http://www.wikidata.org/entity/Q36874912,Neurotrack Technologies (United States),https://www.neurotrack.com/
http://www.wikidata.org/entity/Q50039733,NeuroTrials Research (United States),http://www.neurotrials.com
http://www.wikidata.org/entity/Q30283781,Neurotronics (United States),
http://www.wikidata.org/entity/Q30288269,NeuroVigil (United States),
http://www.wikidata.org/entity/Q30288270,NeuroVista (United States),
http://www.wikidata.org/entity/Q30283782,NeuroWave Systems (United States),http://www.neurowavesystems.com/
http://www.wikidata.org/entity/Q30298279,Neva Ridge Technologies (United States),http://www.nevaridge.com/
http://www.wikidata.org/entity/Q17071452,Nevada Bell,
http://www.wikidata.org/entity/Q17064955,Nevada Career Institute,http://www.nevadacareerinstitute.com
http://www.wikidata.org/entity/Q64142152,Nevada Composites (United States),https://www.nevadacomposites.com/index.php
http://www.wikidata.org/entity/Q17107993,Nevada Power Company,
http://www.wikidata.org/entity/Q7003492,Nevada State Bank,http://www.nsbank.com/
http://www.wikidata.org/entity/Q64142170,NevadaNano (United States),https://www.nevadanano.com/
http://www.wikidata.org/entity/Q43895085,Nevro (United States),http://www.nevro.com/
http://www.wikidata.org/entity/Q7005261,New Albion Brewing Company,
http://www.wikidata.org/entity/Q77082827,New Amsterdam Sciences (United States),https://newamsterdamsciences.com
http://www.wikidata.org/entity/Q742988,New Balance,http://newbalance.com
http://www.wikidata.org/entity/Q7005710,New Britain Dry Cleaning Corporation,
http://www.wikidata.org/entity/Q64142177,New Dimensions Research (United States),http://www.ndrc.com/
http://www.wikidata.org/entity/Q27474,New Directions Publishing,http://www.ndpublishing.com
http://www.wikidata.org/entity/Q30297282,New Editions Consulting (United States),http://www.neweditions.net/
http://www.wikidata.org/entity/Q17134414,New England Biolabs,http://www.neb.com/
http://www.wikidata.org/entity/Q7007233,New England Federal Credit Union,https://www.nefcu.com/
http://www.wikidata.org/entity/Q7007316,New England Motor Freight,
http://www.wikidata.org/entity/Q30298281,New England Research (United States),http://www.ner.com/
http://www.wikidata.org/entity/Q16895815,New England Westinghouse Company,
http://www.wikidata.org/entity/Q17083173,New Enterprise Associates,http://www.nea.com/
http://www.wikidata.org/entity/Q1982603,New Era Cap Company,http://www.neweracap.com
http://www.wikidata.org/entity/Q17052439,New Generation Pictures,http://www.newgenerationpictures.com
http://www.wikidata.org/entity/Q30290939,New Health Sciences (United States),http://newhealthsciences.com/
http://www.wikidata.org/entity/Q1423217,New Holland Agriculture,https://agriculture.newholland.com/eu/en-uk
http://www.wikidata.org/entity/Q1423217,New Holland Agriculture,https://agriculture.newholland.com/eu/fr-fr
http://www.wikidata.org/entity/Q1423217,New Holland Agriculture,https://agriculture.newholland.com/eu/it-it
http://www.wikidata.org/entity/Q1423217,New Holland Agriculture,https://www.newholland.com.tr/
http://www.wikidata.org/entity/Q17090693,New Holland Brewing Company,
http://www.wikidata.org/entity/Q64821306,New Horizon Academy,https://newhorizonacademy.net/
http://www.wikidata.org/entity/Q7008861,New Horizons Computer Learning Centers,http://www.newhorizons.com/
http://www.wikidata.org/entity/Q30265443,New Horizons Diagnostics (United States),http://www.nhdiag.com/
http://www.wikidata.org/entity/Q18391968,New Infinities Productions,
http://www.wikidata.org/entity/Q16956134,New Jersey Ballet,http://www.njballet.org/
http://www.wikidata.org/entity/Q30290941,New Jersey Microsystems (United States),
http://www.wikidata.org/entity/Q17012334,New Life Lodge,
http://www.wikidata.org/entity/Q30270206,New Life Scientific (United States),http://newlifescientific.com/
http://www.wikidata.org/entity/Q30290943,New Light Industries (United States),
http://www.wikidata.org/entity/Q7009854,New Line Television,http://www.New
http://www.wikidata.org/entity/Q7009905,New London Ship and Engine Company,
http://www.wikidata.org/entity/Q7010054,New Martinsville Glass Company,
http://www.wikidata.org/entity/Q7010183,New Mexico Educators Federal Credit Union,http://www.nusenda.org/
http://www.wikidata.org/entity/Q7010633,New Northwest Broadcasters,
http://www.wikidata.org/entity/Q16982606,New Orleans Jazz Museum,http://www.musicatthemint.org/
http://www.wikidata.org/entity/Q16963791,New Orleans Silversmiths,
http://www.wikidata.org/entity/Q30259068,New Potato Technologies (United States),http://www.newpotatotech.com/
http://www.wikidata.org/entity/Q7011152,New Relic,http://newrelic.com/
http://www.wikidata.org/entity/Q7011176,New Resource Bank,https://www.newresourcebank.com/
http://www.wikidata.org/entity/Q30283807,New Span Opto-Technology (United States),http://www.new-span.com/
http://www.wikidata.org/entity/Q16982657,New Standard Aircraft Company,
http://www.wikidata.org/entity/Q30282973,New Star Metals (United States),
http://www.wikidata.org/entity/Q30290634,New World Medical (United States),http://www.ahmedvalve.com/
http://www.wikidata.org/entity/Q7012977,New York & Company,http://www.nyandcompany.com/
http://www.wikidata.org/entity/Q30284063,New York Audio Productions (United States),http://www.nyaudio.com/
http://www.wikidata.org/entity/Q7013150,New York City Coalition Against Hunger,http://www.nyccah.org
http://www.wikidata.org/entity/Q7013247,New York City Omnibus Corporation,
http://www.wikidata.org/entity/Q18155028,New York Cocoa Exchange,
http://www.wikidata.org/entity/Q7013368,New York College of Health Professions,http://www.nycollege.edu
http://www.wikidata.org/entity/Q6517792,New York Community Bank,http://www.mynycb.com/
http://www.wikidata.org/entity/Q1039380,New York Life Insurance Company,http://newyorklife.com/
http://www.wikidata.org/entity/Q120233,New York Mercantile Exchange,http://www.cmegroup.com/company/nymex.html
http://www.wikidata.org/entity/Q16666390,New York Motion Picture Company,
http://www.wikidata.org/entity/Q269610,New York Power Authority,http://www.nypa.gov/
http://www.wikidata.org/entity/Q4537781,New York Public Interest Research Group,http://www.nypirg.org/
http://www.wikidata.org/entity/Q7013931,New York Restoration Project,http://www.nyrp.org/
http://www.wikidata.org/entity/Q7014773,New York Transportation Company,
http://www.wikidata.org/entity/Q7005093,NewAlliance Bank,
http://www.wikidata.org/entity/Q7005098,NewBlue,http://www.newblueinc.com
http://www.wikidata.org/entity/Q15109914,NewBridge Bank,
http://www.wikidata.org/entity/Q16911878,Newburyport Brewing Company,http://www.newburyport.com/newburyport-brewing-company/
http://www.wikidata.org/entity/Q7005104,NewDealDesign,
http://www.wikidata.org/entity/Q667599,Newell Brands,http://www.newellrubbermaid.com
http://www.wikidata.org/entity/Q30288346,NewGen Therapeutics (United States),
http://www.wikidata.org/entity/Q17042631,NewKidCo,
