,Unnamed: 0,Job Title,Job Description,Job Id,Location,Company Name,Company Description,Headquarters,Size,Founded,Industry,Website
273,273,Data Engineer - (CON.DATA.ATL.2),"Job Description
At Performance we are looking for passionate Data Engineers or Data Analysts.  These positions are hourly through the end of this year with great benefits. Our projects involve analyzing, manipulating and integrating data into complex Cloud based avionics systems.  Per Federal regulations, candidates must have a Green Card or be a U.S. Citizen.  Responsibilities include:
  Design and implement applications and libraries for big data ingestion and clean-up
Design and implement code to programmatically generate ontologies in RDF and OWL formats
Experiment with various algorithms for natural language processing applied to parsing large sets of labels (i.e. sensors names)
Work with Data Scientist to design schemas for training sets, to define data import & clean-up, to implement various algorithms
Develop code to query content, data repositories, and raw files
Develop code to interact and query NEO4J graph database
Participate in the experimental development of novel context discovery models using the data you have built
Job Requirements
BS in Computer Science (or related field – Math, Statistics, Bioinformatics), MS/PhD nice to have, or equivalent experience
Avionics experience is highly desirable but not required
Experience with libraries and tools for big-data manipulation, NLTK
Hands-on strong experience with Python and Python3 (3+ years)
Knowledge and hands-on experience of graph databases
Nice-to-haves: exposure to ML, NLP, OWL/RFD, ontologies, NEO4J
  About Performance:
Performance Inc. is engaged in the design of Real-time Embedded Software. This includes avionics and healthcare applications such as CT Scanner, Synthetic Vision Cockpit Displays, Flight Management System Guidance and Navigation, Platforms (I/O, BITE, Driver, Boot, BSP, DSP, A/D, Dataloader), and Datalink Applications (FANS, VDL Mode 2, ATN, CPDLC). Our customers are both Commercial and Defense related healthcare and avionics manufacturers.
We have locations in Phoenix, AZ, New Orleans, LA, Grand Rapids, MI, Clearwater, FL, Bothell, WA, and Cedar Rapids, IA. We have been in business since 1998 and have been awarded INC 5000 Fastest Growing Companies and Best Places to Work in Arizona multiple years.
To learn more about us: www.psware.com
Performance Inc. is an Equal Opportunity/Affirmative Action Employer.",217191378,"Atlanta, GA 30303",Performance Software,"We serve industries that depend on quality and safety, which is why we have built our culture, and our reputation, upon sustained excellence in talent, innovation, responsiveness and cost-effectiveness.
Our employees are key to our success. They are technical experts, critical thinkers, team players and partners in building client relationships. We expect them to disrupt the status quo and take technology to new heights – and we give them the tools, responsibility and accountability to do just that.
Our goal is to provide a challenging and rewarding experience for people who are driven to innovate and execute at the highest level. We hire top talent with proven skills, domain expertise and drive. We then empower them to do what they do best: help each customer achieve their goals in the most efficient and cost-effective manner possible.","US, Phoenix, Arizona",100 to 499 employees,1998.0,Computer Software,https://www.psware.com/
274,274,Sr. Business Analyst,"USDM Life Sciences Overview

USDM Life Sciences provides a variety of IT and compliance solutions to help life sciences companies streamline laboratory, clinical and manufacturing operations while staying in compliance with FDA regulations. USDM disrupts convention and delivers compliance with proficiency, simplicity, and efficiency to achieve better results for our customers that are in the business of saving lives. It’s a place where you can make an impact in the world as a champion for life sciences innovation and also get the experience and mentoring to grow your career.

Founded in Santa Barbara, California in 1999 by two UCSB graduates, USDM has grown to a global company with offices throughout the US, Toronto, Canada and Frankfurt, Germany.

The Sr Business Analyst will be responsible for supporting PDM (Pharmaceutical Development and Manufacturing) department’s greater use of data in reporting, analytics, visualizations, and obtaining insights. They will be responsible for helping a team of data scientists, developers and analysts develop analytic tools and apply data sciences techniques to continue to improve our knowledge management, perform predictive analytics, and identify trends in scientific and operational datasets. Furthermore, they will drive artificial intelligence and machine learning projects throughout PDM to uncover patterns, correlations, and new insights in data that would otherwise be difficult to do due to large data volumes and data in various systems with different data models and structures.
 
Qualifications/Required Skills
•    Ability to interact with the business and technical teams to gather requirements, finalize and obtain sign-off from the stakeholders and support the technical teams during the entire lifecycle of the project
•    Ensure all application functionalities designed are implemented and delivered within the timelines
•    Track and manage progress of work, manage escalations and ensure the delivery of Business process management and application
•    Expertise crafting use cases, user stories, requirements and design specifications using agile methodology
•    Experience working with a development team to create dashboards in visualizations tools like Tableau, Spotfire, R Shiny, Django, Qlickview etc.
•    Strong awareness and market knowledge of Advanced Analytics & Data Science
•    Ability to produce reports and track progress of the team and other reporting needs on the project
 
Qualifications
 
•    Bachelor’s degree in Biology, Business, Information Systems or related field
•    Overall 10+ years’ experience in Pharmaceutical Supply Chain
                Disclaimer: This job description is intended to describe the general nature and the level of the work being performed by the people assigned to this position. It is not intended to include every job duty and responsibility specific to the position. USDM Life Sciences reserves the right to amend and change responsibilities to meet business and organizational needs as necessary.
USDM Life Sciences is an equal opportunity employer. All qualified applicants are encouraged to apply and will receive consideration for employment without regard to their protected veteran, disabled, or any other protected status.
 ",217192050,"Foster City, CA",USDM Life Sciences,"Transformation and Innovation in Regulatory Compliance and Technology Life Sciences consulting firm with over 20 years experience in global compliance and technology. We offer bold solutions that accelerate innovation and compliance. Our team of subject-matter experts includes former FDA auditors and regulatory officials whose insight and oversight are part of every project. We have over 2 decades of experience working with hundreds of life sciences companies, enabling them to maintain compliance, optimize business operations, and reduce costs.","US, Santa Barbara, California",500 to 999 employees,,Other/Not Classified,https://www.usdm.com/Home
275,275,ETL Programmer,"Genesis10 is currently seeking an ETL Programmer with our client in the financial industry in their Charlotte, NC location. This is a 12 month + contract position.

Responsibilities:
ETL Developer role supporting the software technology solutions for Data Scientist Organization Enterprise Information Products
Responsible for gathering requirements in the form of design or coding specifications from the Product Owner (Data Engineering) teams and take them through the SDLC lifecycle to final deployment in production
Development process would include requirements validation, impact analysis, systems design, coding, test execution (including performance testing), and deploying the enhancements in production
Develops, enhances, debugs, supports, maintains and tests software applications that support CDSO business units or supporting functions
These application program solutions may involve diverse development platforms, software, hardware, technologies and tools
Supports Data-warehouse applications through maintenance, modification, problem resolution to support ongoing delivery of services
Participates in the design, development and implementation of complex applications, often using new technologies
Serves as a fully seasoned/proficient technical resource
Also, Responsible for instructing, directing, and checking the quality and timeliness of other systems professionals, including offshore resources
Works under minimal supervision, with general guidance from manager
Requirements:
Top 3 required IT/Technical skillsets: SQL programming with Teradata, ETL development, SAS
Years of experience required: 7-10
Technical Proficiency: SQL programming, Data-warehousing & Database concepts and technologies, ETL, Teradata, SAS, Unix shell scripting
Needs to have strong Database/ETL/SQL (Teradata) developer/programming and good Data analytics (SAS) skills required to understand complex application logic and research Data incidents
Able to work as a W2 employee of Genesis10 (no Corp-to-Corp)
If you have the described qualifications and are interested in this exciting opportunity, please apply!

About Genesis10:
Genesis10 is a leading U.S. business and technology consulting firm with hundreds of clients needing proven talent and solutions to power their strategic initiatives. If you are a high performing business or IT professional with solid, referenced experience, we want to meet you. Genesis10 recruiters and delivery professionals are highly accomplished career advocates, who get to know you beyond your resume to position you with the opportunities that fit your skills, experience and aspirations. We have benefit options to fit your needs and a support staff that works with you from placement throughout your engagement project after project. To learn more about Genesis10 and to view all our available career opportunities, please visit us at www.genesis10.com ""Genesis10 is an Equal Opportunity Employer, M/F/D/V
 ",217187750,"Charlotte, NC",Genesis10,"Welcome to Genesis10 - dedicated to helping business and technology professionals turn consulting into a lifetime career. Genesis10 is a professional technology services firm and career advocate for experienced business and elite technology professionals, recent college graduates and U.S. military veterans. With more than 150 clients in diverse industries, Genesis10 gives candidates and consultants access to hundreds of business and technology career opportunities locally and nationally.","US, 950 Third Avenue 26th Floor New York, New York","2,500 to 4,999 employees",1999.0,Staffing/Employment Agencies,http://www.genesis10.com/
276,276,Business Systems Analyst,"4 to 7 years of Business Analysis experience
Proven experience liaising with business teams and working with business processes to fulfill customer needs in a timely and efficient manner
Must possess a business operations mindset to ensure the requisite process steps are followed to accomplish business tasks
Database knowledge and experience with database query tools and languages
Comfortable juggling multiple tasks and projects being able to multitask and manage time well.
Roles & Responsibilities:
Develops complex and clear technical solution requirements and specifications for assigned area(s) of responsibility. Articulates technology solutions and requirements to diverse internal/external stakeholders, integrating process, business rules, and data to meet business needs.
Data-driven, results-oriented with the ability to quickly analyze data and make decisions that drive performance.
Strong SQL and excel skills are required.
Doing ad-hoc analysis and presenting results in a clear manner
Understanding of Data Lineage, Source to target mapping is strongly needed.
Understand systems, data flows, and architecture to assist with the creation and/or standardization of technology solutions.
Work closely with the Engineering team to make sure the projects are extremely organized.
Translate business requirements and collaborate the Engineering team in prototyping for further fine turn requirements.
Experience in writing Business Requirements, and Field Mapping documents for exposing data elements for reporting purposes.
Working experience in projects which used HANA Data warehouse, Informatica, SAP Oracle DB.
Education Needs/Certifications:
Bachelor's Degree in Computer Science with Business Management (or related field), or equivalent work experience required
SAP S/4 OR HANA Knowledge is a plus
Data Science is a plus
Experience preferred on projects involving these areas:
Digital
Data/Reporting
Business Intelligence, Enterprise Data Warehouse, ETL
SQL, Oracle or other
Business Analysis
Data Analysis
SQL/PL SQL
SAP HANA DW
Experience with Agile projects is a plus",217169451,"San Rafael, CA 94903",Applicantz Inc,,,,,,
277,277,Project Manager II," 
Job Req #:  20-02993
Job Description: Project Manager
Location: Bridgewater, NJ
Position Type: Contract
 
One of the nation's top Pharmaceutical organizations consistently ranked as one of the “Great Places to Work” is seeking an experienced Project Manager to lead the transition from Nielsen Nitro Software and ITS Systems and Reporting to Nielsen Connect Database Platforms.
 
Responsibilities
This position will lead a cross functional ""transition team"" and ensure timelines for the overall transition are met.
This position will navigate the build of dashboard reporting and the conversion to cloud database.
This position will also be responsible for coordination across all HQ Cross Functional Teams (marketing, ITS, Sales Strategy) as well as Field Sales and back through to Nielsen and their Functional team of any specific requests or input. This postilion will craft the roll out and training plan for the Sanofi CHC organization.
 
Qualifications
Bachelor’s degree
Master’s Degree preferred
Minimum 7 years of experience
Position MUST have experience with AC Nielsen as well as background in data science or database management and reporting.
 
**If this is not a fit for you or you are not interested, Ascent Services Group offers an excellent Referral Bonus!  We look forward to hearing from you! 


About Ascent:  The Ascent Services Group (ASG) is a nationally recognized technology staffing and consulting firm whose fundamental business is providing staffing services to Small, Medium, and Large Enterprise clients in our core market verticals: Financial Services, Healthcare, Technology and Life Sciences.  As consultants for ASG, you will have access to many of the top clients within the industries we serve.  Our goal is to deliver innovative talent through proven best practices and effective resource optimization.  Become one of ASG’s candidates and experience the difference!
IND05
 
 
 
 
 
 ",217167626,"Bridgewater, NJ 08807",Ascent Services Group,"At Ascent, we hire bright individuals that are not only dedicated to our brand, our clients, and the talent community we serve; but they are also dedicated to giving back to those in need within their own communities, building long-lasting connections with their co-workers, and displaying overall human kindness. We are always looking for a way to raise the bar. We describe our work ethic as; productive, ambitious, focused, engaged, and passionate. We lead with value and give to get. The more we invest in the quality of our human network, the more everyone in our human network benefits, creating an exponential virtuous cycle of opportunity. Our value-led approach, commitment to innovation and investment in long-term relationships set us apart from others in the staffing world. While other staffing companies may focus on their bottom line, Ascent’s commitment is to people. Our promise is to listen, connect and deliver exceptional value. We know how to meet the demands of our clients’ contingent workforce needs while cultivating an atmosphere of commitment between our professionals and our clients. Our role is to be an extension of their workplace brand and experience, and thereby offer an exceptional experience. At Ascent, we focus on engagement with our professionals in ways that other companies don’t. The strategies and programs that we have developed translate into fewer back-outs, high rates of project completions and ultimately better project outcomes for our clients. Our delivery organization provides value to our clients by reducing project delivery risk, increasing efficiency and controlling costs.","US, Denver, Colorado",50 to 99 employees,,Staffing/Employment Agencies,https://ascentsg.com/
278,278,Business Systems Analyst,"4 to 7 years of Business Analysis experience
Proven experience liaising with business teams and working with business processes to fulfill customer needs in a timely and efficient manner
Must possess a business operations mindset to ensure the requisite process steps are followed to accomplish business tasks
Database knowledge and experience with database query tools and languages
Comfortable juggling multiple tasks and projects being able to multitask and manage time well.
Roles & Responsibilities:
Develops complex and clear technical solution requirements and specifications for assigned area(s) of responsibility. Articulates technology solutions and requirements to diverse internal/external stakeholders, integrating process, business rules, and data to meet business needs.
Data-driven, results-oriented with the ability to quickly analyze data and make decisions that drive performance.
Strong SQL and excel skills are required.
Doing ad-hoc analysis and presenting results in a clear manner
Understanding of Data Lineage, Source to target mapping is strongly needed.
Understand systems, data flows, and architecture to assist with the creation and/or standardization of technology solutions.
Work closely with the Engineering team to make sure the projects are extremely organized.
Translate business requirements and collaborate the Engineering team in prototyping for further fine turn requirements.
Experience in writing Business Requirements, and Field Mapping documents for exposing data elements for reporting purposes.
Working experience in projects which used HANA Data warehouse, Informatica, SAP Oracle DB.
Education Needs/Certifications:
Bachelor's Degree in Computer Science with Business Management (or related field), or equivalent work experience required
SAP S/4 OR HANA Knowledge is a plus
Data Science is a plus
Experience preferred on projects involving these areas:
Digital
Data/Reporting
Business Intelligence, Enterprise Data Warehouse, ETL
SQL, Oracle or other
Business Analysis
Data Analysis
SQL/PL SQL
SAP HANA DW
Experience with Agile projects is a plus",217169451,"San Rafael, CA 94903",Applicantz Inc,,,,,,
279,279,Big Data Architect,"Location: Minneapolis, MN
Duration: Fulltime
 Description:
AI Governance aims to realize organizational value through focusing on effective and efficient analytic process to build & usage of analytic capabilities & solutions. It focuses on the process of consuming & deriving insights from data rather than the creation and storage of data.
The AI Governance role drives discovery, execution and standards around operational analytic governance. The AI governance role will provide leadership, strategic decision making and guidance within analytic governance included partnering with the technical executional resource to understand and solve unique and complex problems as well as partnering with the broader organization to ensure best practice sharing & adherence of standards. You will interface with the Global Data Governance organization to ensure consistency across Data & Analytic Governance where applicable as well as have a stance on the appropriate technologies to support Analytic Governance to realize our technical & commercial teams’ needs.
 In this role, Candidate will:
- Design end to end analytic framework, including overall architecture, capabilities, platforms, tools & governing processes
- Establish & define metrics around gauging analytic health of organization
- Consult & communicate positioning/go-forward strategies for analytic governance tools/capabilities
- Communicate governance standards & framework to ensure alignment to enterprise guidelines for security, auditability, data governance, metadata management, etc.
- Define/improve governance best practices, guidelines & integration with enterprise solutions
- Review analytic solutions for re-usability, scalability, synergy opportunities & alignment to defined best practices & guidelines
- Monitor technology trends & participates in discovery of any new tools/capabilities of interest
- Benchmark Analytic Governance with Industry analysts and other companies
- Lead Analytic Governance committee/steering team to ensure cross-functional exposure & adherence
- Bachelor’s degree
- 10 years demonstrating a high degree of proficiency in designing and developing complex, high-quality analytic solutions
- 5 or more years in an Analytic Governance role process-mapping, detailed frameworks, best practices and governance guidelines
- A proven track record of delivering scalable, resource intensive, integrated and operational analytic solution; Experience creating roadmaps & process diagrams
- Hands-on experience working with enterprise scale data projects including Big Data, Data Science & BI Reporting
- Experience in Agile Development, with specific Solution Architect preferred (understanding of end-to-end implementation of a technology Solution)
- Ability to phase the delivery of analytic solutions such that it can meet immediate needs, while building towards the long-term strategic solution
- Strong communication skills with ability to communicate complex technical concepts in a digestible way
- Ability to effortlessly switch gears from summary view for leadership to hands-on discussion with practitioners
 Nice to Have:
- Cloud analytics platform experience preferred
- Six sigma certification preferred
 SaiSree Kavuri
Tel:         (248) 537-9478",217163383,"Minneapolis, MN",ICONMA,"ICONMA is a global information consulting management firm providing Professional Staffing Services and Project-Based Solutions for organizations in a broad range of industries.
Corporate Headquarters in Troy, Michigan; 20+ locations worldwide.
Certified Woman-Owned Business Enterprise (WBE); certified by Women’s Business Enterprise National Council, National Women Business Owners Corporation (NWBOC); and California Public Utilities Commission (CPUC).
Founded in 2000
2000+ Employees
The company was founded on the principle that success is derived from delivering high quality service and resources in the most responsive, flexible, and innovative way. ICONMA invests in people and resources with a single goal: To provide our customers with the highest quality service in the most responsive manner. Through its network of offices, ICONMA provides the resources to help clients maintain their competitive advantage.","US, Troy, Michigan","2,000 to 2,499 employees",2000.0,Management Consulting Services,https://www.iconma.com/
280,280,Production Engineer,"Overview
PK currently has an exciting opportunity for a Production Engineer that would like to join our team as a full-time employee in Denver, CO.  
Responsibilities
Performing “hand off” duties when a release is defined and ready for testing/release. The Production engineer will coordinate with testing team(s) to make sure the testing group understands what’s in the new build to make sure everything gets tested.
Constantly monitor our data analytics systems looking for trends (good or bad) and getting ahead of any issues by creating tickets and supporting those tickets through triage. Sometimes, the production engineer will work directly with the developers to make sure that the issue is well understood and ready for work.
Working closely with our Tech lead to ensure that upcoming releases are ready for production using testing results, analytics data to make sure regressions don’t make it to production.
This person will still write code, but that won’t be their primary duty.
This job perfect for someone that knows well how to code, but is also interested in DevOPS/Data Science and is looking for a place to apply both skillsets.
Qualifications
Must have knowledge in experimentation
Must have experience in gitlab
Good to have knowledge or understanding of front-end application development life cycle
Must have good communication skills
Good to have release management experience
Good to have experience in data science
Good to have experience in SWIFT development
Must have experience in creating dashboards using tableau and kibana
Must have experience in crashlytics tools like firebase or fabric
Able to multi-task
~ In order to provide equal employment and advancement opportunities to all individuals, employment decisions at PK are based exclusively on merit.  PK does not discriminate in employment opportunities or practices on the basis of race, color, religion, sex, including gender identity and identity expression, national origin, age, or any other characteristic protected by law.",216889373,"Englewood, CO",PK Global,"PK is an IT solutions company. We help businesses re-engineer themselves through powerful digital platforms, customer engagement and emerging technologies. By accelerating business activities, enhancing every experience and creating competitive advantages, we fuel our clients' growth and efficiency.
PK builds better, bolder products and services by applying the right mix of people, process and technology. We are experts in planning, engineering and optimizing digital products and platforms that help companies disrupt and dominate their industries. Our teams have been tapped by some of the world's most admired companies to build solutions no one else can.
Founded in 2004, PK has over 2,800 employees in the U.S., India and Argentina. Visit us at https://pkglobal.com/","US, Beaverton, Oregon","2,500 to 4,999 employees",2004.0,Computer/IT Services,https://pkglobal.com/
281,281,Project Manager II," 
Job Req #:  20-02993
Job Description: Project Manager
Location: Bridgewater, NJ
Position Type: Contract
 
One of the nation's top Pharmaceutical organizations consistently ranked as one of the “Great Places to Work” is seeking an experienced Project Manager to lead the transition from Nielsen Nitro Software and ITS Systems and Reporting to Nielsen Connect Database Platforms.
 
Responsibilities
This position will lead a cross functional ""transition team"" and ensure timelines for the overall transition are met.
This position will navigate the build of dashboard reporting and the conversion to cloud database.
This position will also be responsible for coordination across all HQ Cross Functional Teams (marketing, ITS, Sales Strategy) as well as Field Sales and back through to Nielsen and their Functional team of any specific requests or input. This postilion will craft the roll out and training plan for the Sanofi CHC organization.
 
Qualifications
Bachelor’s degree
Master’s Degree preferred
Minimum 7 years of experience
Position MUST have experience with AC Nielsen as well as background in data science or database management and reporting.
 
**If this is not a fit for you or you are not interested, Ascent Services Group offers an excellent Referral Bonus!  We look forward to hearing from you! 


About Ascent:  The Ascent Services Group (ASG) is a nationally recognized technology staffing and consulting firm whose fundamental business is providing staffing services to Small, Medium, and Large Enterprise clients in our core market verticals: Financial Services, Healthcare, Technology and Life Sciences.  As consultants for ASG, you will have access to many of the top clients within the industries we serve.  Our goal is to deliver innovative talent through proven best practices and effective resource optimization.  Become one of ASG’s candidates and experience the difference!
IND05
 
 
 
 
 
 ",217167626,"Bridgewater, NJ 08807",Ascent Services Group,"At Ascent, we hire bright individuals that are not only dedicated to our brand, our clients, and the talent community we serve; but they are also dedicated to giving back to those in need within their own communities, building long-lasting connections with their co-workers, and displaying overall human kindness. We are always looking for a way to raise the bar. We describe our work ethic as; productive, ambitious, focused, engaged, and passionate. We lead with value and give to get. The more we invest in the quality of our human network, the more everyone in our human network benefits, creating an exponential virtuous cycle of opportunity. Our value-led approach, commitment to innovation and investment in long-term relationships set us apart from others in the staffing world. While other staffing companies may focus on their bottom line, Ascent’s commitment is to people. Our promise is to listen, connect and deliver exceptional value. We know how to meet the demands of our clients’ contingent workforce needs while cultivating an atmosphere of commitment between our professionals and our clients. Our role is to be an extension of their workplace brand and experience, and thereby offer an exceptional experience. At Ascent, we focus on engagement with our professionals in ways that other companies don’t. The strategies and programs that we have developed translate into fewer back-outs, high rates of project completions and ultimately better project outcomes for our clients. Our delivery organization provides value to our clients by reducing project delivery risk, increasing efficiency and controlling costs.","US, Denver, Colorado",50 to 99 employees,,Staffing/Employment Agencies,https://ascentsg.com/
282,282,IT Project Manager/ Scrum Master,"In this role, the IT Project Manager/ Scrum Master will be responsible for initiation and managing of IT Project/Product Scrum teams to support their global business in a dynamic environment. A successful candidate would leverage effective Agile/SCRUM practices working collaboratively with business and cross functional teams while delivering quality, with more frequent deployments leveraging Lean methods with continuous learning and improvements.

Responsibilities and Duties:
Determine product features, Epic work closely with Product Managers, prepare product roadmap, dependencies, budget and release strategy aligning to Digital Marketing priorities
Actively collaborate with the stakeholders in a consultative role eliciting business and technical User Stories and help prioritize backlog to MVP guidelines
Facilitate Agile ceremonies for daily stand up, sprint planning, backlog grooming, retrospectives while effectively meeting business goals and improving team velocity.
Effectively utilize the Agile methodologies, implement BDD/TDD and other CI/CD approach for DevOps, utilize JIRA, Confluence and other collaboration tools for increased productivity.
Lead team to resolve all program/project issues and impediments on a timely manner, effectively communicate, manage expectations and resolve conflicts working closely with team and leadership.
Build and execute operational and technical project plans, facilitate all project gate reviews, utilize PPM tool and effectively escalate issues to meet the project milestones/goals.
Align to business and IT priorities by effectively leveraging Agile/ SCRUM SAFe methodologies, while coaching and mentoring team members.
Manage multiple product Scrum teams (internal, external, & for multiple divisions) in parallel, with regular standups, promoting team collaboration, innovation and quality outcomes.
Actively manage backlog aligning to business priorities, identify risks and impediments, prioritize conflicting needs, handle matters expeditiously and proactively, follow-through on tasks to successful completion with minimal guidance, often with deadline pressures.
Provide regular status update to the Leadership and Management team with constant drive to make improvements to the outcomes.
Demonstrate high adaptability and flexibility to take responsibility to support new projects that has priority and as communicated.
Basic Qualifications
Minimum 7 years of experience as IT project manager with minimum 3 years' experience as Agile Scrum Master preferably in Data Analytics/Science projects.
Bachelor's degree in business, computer science, Information Technology or 10 years' experience in Information Technology projects.
Certified in Agile/SAFe (CSM) methodology

Preferred Experience and Skills:
Experience as Application Project Manager/Scrum Master leading multiple Scrum teams supporting business transformation.
Experience in Business Intelligence, Data Science and Data Engineering working with different business and product teams,
Experience in Agile/Scrum methodologies, facilitating the ceremonies like backlog grooming, epic /User story, daily standups, estimation and velocity, resolving impediments, sprint retrospection, coaching team members and usage of JIRA, Confluence and metrics reporting.
Strong communicator with effective presentation skills delivering formal presentations & facilitate Demo to various levels of management articulating project/Sprint status, risk mitigations, benefits & financial realizations.
Familiarity with the DevOps implementation focusing on the Continuous Integration and deployment leveraging automation building deployment pipelines with focus on quality and speed to market.
Self-motivated and independent critical thinker who can visualize and guide team during conflicting situations to stay focused on business goals & priorities
Has strong experience in Agile SAFe methodologies, Kanban, Scrum of Scrums, lean budget, managing release train, process improvements, provide training on Agile tools & dashboard.
Effective conflict & impediments management in a fast-paced environment, take higher responsibilities working with cross functional team who are working on multiple priorities
Excellent leadership and interpersonal skills with ability to influence stakeholders and team members with variety of personal styles to focus on right priorities under pressure and tight deadlines.
Excellent written and verbal communication skills is a must.

The Company is an equal opportunity employer and makes employment decisions on the basis of merit and business needs. The Company will consider all qualified applicants for employment without regard to race, color, religious creed, citizenship, national origin, ancestry, age, sex, sexual orientation, genetic information, physical or mental disability, veteran or marital status, or any other class protected by law. To comply with applicable laws ensuring equal employment opportunities to qualified individuals with a disability, the Company will make reasonable accommodations for the known physical or mental limitations of an otherwise qualified individual with a disability who is an applicant or an employee unless undue hardship to the Company would result.",216860765,"Carlsbad, CA",NTT DATA Services,"NTT DATA means Business

NTT Group one of the largest Telecommunications Companies in the world owns NTT DATA Services. NTT Group is ranked in the top 5 largest global IT services provider in the world. Collectively, the integrated company generates $108B in annual revenues with over 300,000 employees across 88 countries. Visit www.nttdata.com/americas to learn how NTT DATA Americas' Strategic Staffing group provides our clients with top notch technical talent to augment their core IT staff. Our approach is customer centric, partnering to assist you in achieving your strategic goals and IT initiatives. We get to know your company’s culture and the type of technical staff that thrive within your organization. We understand your specific technical and business requirements, timing, and budget.","US, 5601 Granite Parkway Suite 1000, Texas","10,000 employees or more",1965.0,Computer/IT Services,http://www.nttdata.com/americas
283,283,Data Engineer,"Responsibilities for Data Engineer:
● Create and maintain optimal data pipeline architecture,
● Assemble large, complex data sets that meet functional / non-functional business
requirements.
● Identify, design, and implement internal process improvements: automating manual
processes, optimizing data delivery, re-designing infrastructure for greater scalability,
etc.
● Build the infrastructure required for optimal extraction, transformation, and loading of
data from a wide variety of data sources using SQL and AWS 'big data' technologies.
● Build analytics tools that utilize the data pipeline to provide actionable insights into
customer acquisition, operational efficiency and other key business performance metrics.
● Work with stakeholders including the Executive, Product, Data and Design teams to
assist with data-related technical issues and support their data infrastructure needs.
● Keep our data separated and secure across national boundaries through multiple data
centers and AWS regions.
● Create data tools for analytics and data scientist team members that assist them in
building and optimizing our product into an innovative industry leader.
● Work with data and analytics experts to strive for greater functionality in our data
systems.
Qualifications for Data Engineer
● Advanced working SQL knowledge and experience working with relational databases,
query authoring (SQL) as well as working familiarity with a variety of databases.
● Experience building and optimizing 'big data' data pipelines, architectures and data sets.
● Experience performing root cause analysis on internal and external data and processes
to answer specific business questions and identify opportunities for improvement.
● Strong analytic skills related to working with unstructured datasets.
● Build processes supporting data transformation, data structures, metadata, dependency
and workload management.
● A successful history of manipulating, processing and extracting value from large
disconnected datasets.
● Working knowledge of message queuing, stream processing, and highly scalable 'big
data' data stores.
● Strong project management and organizational skills.
● Experience supporting and working with cross-functional teams in a dynamic
environment.",217139150,"Wilmington, DE",Catapult Solutions Group,,,,,,
284,284,Big Data Developer,"Job Description:
Mastech Digital provides digital and mainstream technology staff as well as Digital Transformation Services for leading American Corporations. We are currently seeking a Data Scientist for our client in the Wireless domain. We value our professionals, providing comprehensive benefits, exciting challenges, and the opportunity for growth. This is a Contract position and the client is looking for someone to start immediately.

Duration: 12+ Months Contract (Possible Contract to hire)

Location: Orangeburg, NY

Role: Data Scientist    

Primary Skills: MatLAB

Role Description: The Data Scientist would need to have at least 5+ years of experience. 

Responsibilities:

- Perform data analytics and quantitative modeling for devices and wireless networks to improve device performance, quality, user quality of experience, and quality of service.

- Perform device analytics on device performance, RF performance, device quality, device antenna performance, device readiness etc.

- Statistical modelling of wireless network and device QoS/KPI/KQI, user behaviors.

- Visualize the analytical results using data visualization tools.

Qualifications:

Education:

- Master or PhD Degree (Preferred) or Bachelor in Electrical Engineering, Computer Science, Math, Statistics, etc.

Required Experience:

- 5+ years’ experience in Wireless industry required

- 5+ years’ machine learning experience in professional role

- Must have proven records of papers published in wireless analytics space in IEEE or other effective journals

- Master machine learning algorithms including: forecasting, clustering, classification, reinforcement learning, deep learning etc.

- Data extraction/transformation/loading, text mining, statistical analysis experience is required

- 5+ years’ experience with Python, R, MATLAB, VBA, Java Scripts.

- 5+ years’ experience with Spark, Hadoop, MySQL, MS Excel, VBA, Teradata SQL, MS SQL.

- Expertise of system performance fine tuning of the database schema is required

- Strong analytical capabilities, creativity and critical thinking required

- Good mobile telecommunications industry knowledge, including experience with handset manufacturers, network equipment vendors, and/or chipset vendors

Education: Bachelor’s degree in Computer Science, Electrical/Electronic Engineering, Information Technology or another related field or Equivalent.

Experience: Minimum 5+ years

Relocation: This position will not cover relocation expenses

Travel: No

Local Preferred: Yes

Recruiter Name: Tarun Garg

Recruiter Phone: 877-884-8834 (Ext: 2188)/412 200 1197 (Ext: 2188)

Equal Employment Opportunity

#LI-TG1 

#Mastech1

Minimum Education Required: Bachelor

Years of Experience Required: More than 5 years

Expected Travel Time: None",217135888,"Orangeburg, NY 10962",Mastech Digital,,,,,,
